"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160
450	0.7571347	0.7069076	0.0428878	0.0334554	0.3042169	0.0214805	0.2481331	0.0156465	0.5514608	0.2436072	0.7717947	0.2939335	0.4523499	0.0495952	0.3620451	0.0147732	0.3739345	0.5867157	0.5788912	0.6558581	0.0807805	0.6623796	0.0001213	0.0713456	0.2895831	0.0311882	0.6370447	0.0228048	0.5256469	0.1067279	0.6316303	0.5899790	0.5246517	0.3825853	0.3229984	0.5888694	0.4036990	0.0780256	0.2450467	0.8142956	0.6152512	0.2577650	0.6814485	0.5562389	0.6847830	0.2742928	0.5723963	0.5335210	0.6423439	0.7615979	0.3058243	0.4241512	0.0783209	0.5416196	0.5796750	0.3677019	0.4748770	0.0008217	0.3955869	0.6347668	0.3115983	0.0000392	0.0571241	0.1307227	0.0460278	0.1913415	0.3162429	0.6925110	0.0058292	0.2758846	0.0533267	0.4401466	0.4002550	0.2354470	0.6372234	0.1974064	0.1427322	0.1164248	0.0283599	0.1269917	0.7015578	0.6142341	0.6176235	0.8035253	0.5491078	0.5878032	0.0083356	0.0006292	0.4959345	0.1948703	0.3798586	0.7015761	0.7188917	0.5026944	0.1396652	0.7175787	0.1582522	0.7450409	0.6365305	0.6653083	0.0084404	0.4319088	0.6521275	0.0017217	0.7052475	0.4262922	0.4864702	0.6398354	0.2659989	0.0003745	0.3449514	0.6313089	0.7129514	0.5720165	0.8927801	0.6577436	0.5404389	0.1014223	0.6272524	0.0153543	0.5931709	0.5623595	0.2919793	0.0595501	0.5873751	0.3923620	0.4697010	0.4137601	0.6649131	0.6307596	0.6187002	0.6343792	0.5902972	0.7534118	0.4315476	0.7801140	0.6400105	0.6774215	0.5921224	0.5291648	0.5275539	0.6036301	0.3289240	0.5325358	0.6616283	0.4702325	0.1847696	0.5908169	0.3528050	0.1221123	0.6141153	0.5602879	0.5085881	0.6497554	0.6110067	0.1271289	0.5533335	0.3483489	0.0641291	0.7191415
500	0.7108715	0.7423186	0.0326859	0.0110179	0.3707509	0.0440236	0.1983222	0.0319219	0.7881198	0.2969254	0.7589864	0.2351577	0.2879479	0.0573466	0.4516872	0.0313409	0.3961074	0.5954705	0.5216731	0.5960634	0.0545249	0.7137118	0.0000030	0.0678360	0.3623645	0.0433572	0.6225382	0.0194384	0.4555058	0.1048502	0.5481737	0.5835514	0.4698613	0.4347131	0.2396441	0.7552277	0.3996969	0.1173226	0.2640994	0.6658360	0.5529946	0.2271415	0.5635715	0.5878345	0.6437395	0.3018359	0.6003676	0.4036786	0.4483048	0.5700733	0.2538087	0.4281419	0.1618978	0.6301989	0.5780469	0.2522243	0.4768226	0.0000842	0.4304375	0.7279964	0.3086692	0.0000000	0.0724502	0.1088902	0.0204789	0.2544749	0.2380704	0.5011281	0.0087672	0.2366510	0.0283755	0.3944131	0.5689140	0.2314535	0.7306040	0.1811665	0.1419025	0.1672281	0.0226378	0.2215504	0.8032832	0.7073549	0.6639567	0.7575170	0.5747170	0.6057168	0.0188806	0.0009958	0.4134090	0.3248226	0.3867157	0.7103819	0.5899731	0.4151017	0.1672134	0.7173030	0.1234884	0.7196586	0.7276222	0.5608926	0.0238320	0.3439127	0.5388656	0.0000541	0.6985241	0.3114550	0.4942807	0.6555265	0.2911480	0.0000950	0.3681039	0.6854303	0.6697378	0.5261530	0.7505017	0.5658921	0.5674569	0.0956127	0.6722204	0.0367287	0.6528982	0.6684302	0.3865175	0.0885456	0.6583485	0.4347255	0.4243727	0.6311762	0.5951189	0.6456211	0.7845580	0.5783598	0.7202781	0.6722905	0.4401306	0.7377043	0.8298522	0.5776410	0.5832920	0.5301369	0.4051108	0.5917630	0.3711543	0.5286715	0.6223490	0.6981396	0.1253186	0.6892770	0.2954759	0.1130890	0.5254450	0.5809957	0.5057913	0.7599248	0.7009361	0.1293991	0.5999109	0.4675647	0.0481030	0.6680364
550	0.6386025	0.6359017	0.0315862	0.0143747	0.4321934	0.0863213	0.1733763	0.0805798	0.6699250	0.3173363	0.7774696	0.3151109	0.4116463	0.0767046	0.3284312	0.0162468	0.3883487	0.4800164	0.5063418	0.7759944	0.0741127	0.7226339	0.0100992	0.1719346	0.3207715	0.3429085	0.6578589	0.0717078	0.5400470	0.1490238	0.3348164	0.6889716	0.4831779	0.3693433	0.3349411	0.7436315	0.4752658	0.1047720	0.2199524	0.6763254	0.5931856	0.6332235	0.3901905	0.5765490	0.7073860	0.2830403	0.4438844	0.6318187	0.5404997	0.5888295	0.2387357	0.5660437	0.2769821	0.5383475	0.1330489	0.2947428	0.2732403	0.1765944	0.2861245	0.6757125	0.2579510	0.1056878	0.1328292	0.0554349	0.0298582	0.0740979	0.0874335	0.7074228	0.0456281	0.3152109	0.2432582	0.4349761	0.4654883	0.1798406	0.5533965	0.2922274	0.1863592	0.2353544	0.1645753	0.1441303	0.6045090	0.5775736	0.6953898	0.7559344	0.5450587	0.7040627	0.0438598	0.0603263	0.5050009	0.2368913	0.4456494	0.5233315	0.6270570	0.4530618	0.1481567	0.6594440	0.1336859	0.5773838	0.5793742	0.5878133	0.0109324	0.4068047	0.5728969	0.0109829	0.6487549	0.3311806	0.4981077	0.6411818	0.2713838	0.0146354	0.4826895	0.7327587	0.7150998	0.6222478	0.9211317	0.5716978	0.5105314	0.1156276	0.8006577	0.0415204	0.6762690	0.6740136	0.2680441	0.0676351	0.6774739	0.4196453	0.4930569	0.4689993	0.5874314	0.6480649	0.5494458	0.6493212	0.6064463	0.6151677	0.4567863	0.6301499	0.5298314	0.6026525	0.6711364	0.6699559	0.5043031	0.6690276	0.3341805	0.7049493	0.6631658	0.6314406	0.1205338	0.7194180	0.3443000	0.1398559	0.5430469	0.5406826	0.5178158	0.8618148	0.7059308	0.1813984	0.5258472	0.5706946	0.0289929	0.5283476
600	0.7265938	0.7050691	0.0251760	0.0312692	0.4152322	0.0939749	0.2495174	0.0957710	0.6529290	0.4100096	0.5658318	0.2965440	0.4079508	0.0927988	0.3764799	0.0194663	0.4913798	0.5980250	0.4684509	0.7477989	0.0295960	0.7499876	0.0234828	0.0957004	0.2360475	0.1570577	0.7838129	0.1510952	0.5768579	0.1292996	0.4238392	0.6904998	0.5589417	0.3955659	0.3093365	0.7876461	0.5943702	0.1282729	0.2277766	0.6125323	0.5164784	0.9743315	0.3680992	0.2715267	0.6809729	0.2493051	0.4384233	0.4571654	0.3612095	0.6775373	0.3070343	0.6021402	0.2713185	0.6328956	0.0232735	0.3383752	0.1480465	0.2687424	0.3957752	0.7781136	0.3298389	0.0725938	0.1227320	0.1051863	0.0608525	0.0605870	0.0775798	0.7034226	0.1393928	0.3536944	0.3717277	0.4532418	0.4257964	0.0988885	0.6087759	0.2430895	0.1906307	0.3059195	0.1908450	0.1657827	0.6813610	0.5596374	0.8584061	0.7253165	0.5470260	0.5940334	0.0727514	0.0597028	0.5883745	0.2256382	0.4220406	0.3236505	0.6959893	0.5324655	0.1339165	0.5872623	0.1366804	0.7499374	0.5863455	0.5566228	0.0079446	0.5176378	0.5385101	0.0260025	0.6212741	0.4254148	0.5506238	0.6267053	0.3125050	0.0242223	0.3872375	0.6229955	0.7501365	0.5980675	0.6523027	0.6736948	0.5925447	0.1268044	0.7000865	0.0374451	0.6399041	0.6183316	0.3313954	0.0735864	0.6440840	0.3495948	0.4743510	0.4695028	0.6175430	0.7375067	0.6823943	0.7114017	0.6189089	0.5940476	0.4823018	0.6196993	0.5506898	0.6223026	0.7582039	0.7585858	0.4962098	0.7019374	0.4017853	0.5968623	0.6125281	0.3948782	0.1501098	0.7314313	0.2788851	0.1963316	0.7018103	0.5680919	0.5639011	0.7174606	0.6822860	0.1291400	0.4458976	0.4645466	0.0228425	0.5453316
650	0.6233852	0.6235725	0.0291749	0.0090419	0.3441434	0.0557812	0.1512073	0.1048815	0.5208357	0.2650155	0.7305055	0.2735275	0.5077075	0.0987414	0.3497359	0.0292680	0.5156144	0.5359835	0.5562604	0.6260295	0.0697388	0.7470573	0.0130199	0.0833963	0.3377512	0.1354966	0.7220734	0.1638488	0.6717439	0.1005952	0.4336066	0.6181938	0.5171983	0.4253033	0.2881564	0.6616827	0.4507778	0.0754540	0.2451308	0.7934732	0.4535128	0.6622512	0.3195559	0.1675650	0.7320800	0.2672874	0.3553430	0.4527592	0.3011749	0.5266268	0.2769838	0.6554776	0.1767649	0.5841817	0.0301503	0.3848192	0.0973788	0.2109178	0.4422771	0.6998519	0.2184499	0.0545937	0.0803869	0.0662259	0.0316060	0.0355130	0.1366227	0.6480422	0.1828487	0.5364274	0.3985628	0.3421227	0.3902052	0.0788132	0.5633424	0.3018092	0.1858771	0.2915911	0.1919329	0.2425886	0.5744935	0.7202099	0.7920891	0.5709840	0.4975701	0.6258581	0.1239088	0.0368858	0.6871578	0.1660734	0.4172175	0.4914302	0.6920572	0.4204413	0.1827500	0.6631160	0.1801892	0.5743782	0.5942811	0.6754784	0.0088035	0.4014547	0.4303305	0.0122009	0.7203239	0.3549856	0.4370872	0.6875361	0.3089811	0.0129774	0.3281183	0.6809876	0.6255899	0.4453028	0.7101968	0.6639474	0.6525157	0.1335624	0.6657468	0.0397635	0.7323629	0.6473784	0.3047922	0.0631012	0.5453756	0.3867021	0.5776131	0.4486405	0.7170318	0.5805964	0.6977081	0.6105655	0.6167050	0.5709541	0.3285360	0.5126304	0.6025728	0.5765253	0.7249605	0.6595841	0.4661037	0.6229207	0.3266904	0.5238703	0.7415636	0.4723109	0.0986321	0.7116927	0.3779128	0.0999267	0.6295185	0.4825352	0.7548152	0.6553249	0.6941794	0.1586606	0.3727771	0.5068414	0.0295848	0.5236860
700	0.5935966	0.8151242	0.0568934	0.0297965	0.3522193	0.0555312	0.2004353	0.0817480	0.5230316	0.2420154	0.7147696	0.2996329	0.4107042	0.0613821	0.3500196	0.0081436	0.4045264	0.6956384	0.5135994	0.6429510	0.0578483	0.8769173	0.0284856	0.0605279	0.2983882	0.2177689	0.6535354	0.1138685	0.6100259	0.1799481	0.2983001	0.6813210	0.4677734	0.3382188	0.2994243	0.7001968	0.4983695	0.1292750	0.2752142	0.6314595	0.3392676	0.6546605	0.4158180	0.2010225	0.6888706	0.2007762	0.2634604	0.3325168	0.3082669	0.4728134	0.2580111	0.5376620	0.2232866	0.5087109	0.0045994	0.4373980	0.0684689	0.2605750	0.4788904	0.7152660	0.2724505	0.0602970	0.0949312	0.0506503	0.0472084	0.0496969	0.1099824	0.5865544	0.2183363	0.4035145	0.3270584	0.5054850	0.4252869	0.1045163	0.6071419	0.2126483	0.1685069	0.2366582	0.1270806	0.2163705	0.6961408	0.7242297	0.6473087	0.7597842	0.5900355	0.6953306	0.0849785	0.0552309	0.5731718	0.2161057	0.3662495	0.4237947	0.6528728	0.3529059	0.1163072	0.6997292	0.1920261	0.6433012	0.6179758	0.5726452	0.0128447	0.4744462	0.3566024	0.0149857	0.7367793	0.3669014	0.4420951	0.6703437	0.2684167	0.0304065	0.3975269	0.7253981	0.5318340	0.5479764	0.6942028	0.7629525	0.5488624	0.1014922	0.6109951	0.0367298	0.7414902	0.6067329	0.3233098	0.0964374	0.6497048	0.3914794	0.6447805	0.5166095	0.6318363	0.6009330	0.6490058	0.6362960	0.7578463	0.5909887	0.3396875	0.6199812	0.5677451	0.5959039	0.6867465	0.6399193	0.5100909	0.5776783	0.3623486	0.6169182	0.6806341	0.5785467	0.1912929	0.5713077	0.3778461	0.0935833	0.5704691	0.4736841	0.4936376	0.6064234	0.6989070	0.1400553	0.3723580	0.4133340	0.0175170	0.5054658
750	0.6488774	0.7265021	0.0494265	0.0350638	0.3507996	0.1805658	0.1652781	0.0753336	0.4469668	0.2138671	0.7533417	0.2977084	0.3666518	0.0856249	0.3298840	0.0427945	0.4398640	0.6576875	0.5238108	0.6781500	0.0722322	0.6953434	0.0414932	0.0674286	0.2808168	0.1767995	0.7267033	0.1350384	0.6468100	0.1706447	0.3357065	0.6283285	0.4431228	0.3416801	0.3225983	0.6845502	0.5272059	0.0821572	0.2672190	0.7241234	0.4775295	0.7220853	0.2716412	0.1415033	0.6833917	0.2508460	0.2528975	0.2966679	0.2423241	0.5701220	0.2404702	0.4970675	0.3097909	0.5279327	0.0302035	0.4624709	0.0424425	0.2108246	0.4515742	0.6301973	0.2932957	0.0775793	0.0978218	0.0757590	0.0400056	0.0492294	0.1069574	0.7316514	0.2398908	0.4642781	0.4291092	0.4146222	0.3529078	0.1712391	0.6294056	0.2754346	0.1901681	0.2176500	0.1470989	0.1478721	0.8015357	0.6803037	0.5905815	0.6504649	0.5782976	0.5869231	0.0447507	0.0304685	0.5631069	0.2026743	0.3576166	0.5027529	0.6596948	0.3749167	0.1674127	0.6971118	0.1701880	0.6053261	0.7118774	0.5480769	0.0097066	0.4125596	0.3669790	0.0308864	0.5859076	0.3218512	0.3639213	0.7445488	0.2305027	0.0174317	0.4009115	0.6085543	0.7485279	0.5985750	0.7195296	0.5919038	0.5832145	0.1246545	0.5756717	0.0255097	0.6796311	0.6081897	0.3416929	0.0631943	0.5700056	0.3461960	0.5264614	0.4950244	0.7336198	0.4952279	0.6561771	0.5629260	0.6628204	0.5659390	0.4225822	0.6040816	0.5812025	0.5464334	0.5718693	0.5491290	0.5114109	0.7247793	0.2490993	0.5183702	0.7035700	0.4218888	0.1270627	0.7032778	0.3177878	0.1123299	0.5266136	0.6715116	0.4869907	0.7878273	0.8034263	0.1815983	0.2693493	0.5006366	0.0114406	0.5767922
800	0.9122604	0.8427957	0.0263769	0.0219140	0.3247154	0.0667514	0.1524109	0.0867260	0.4454116	0.2382272	0.6310132	0.2806338	0.2962151	0.0431712	0.3510809	0.0317194	0.3846061	0.7640230	0.5536984	0.7318722	0.0305355	0.7206211	0.0090061	0.1177825	0.2901919	0.1622066	0.6678978	0.0908460	0.6591807	0.1437680	0.2925245	0.6005346	0.4699655	0.4195141	0.3685233	0.6741057	0.6003492	0.1111466	0.2875785	0.6742446	0.3816471	0.6548254	0.4497744	0.1839025	0.6498173	0.2425616	0.2245989	0.4144606	0.2070480	0.4395119	0.2417936	0.6837060	0.2660611	0.5457960	0.0205301	0.4544841	0.0619885	0.2195310	0.3466439	0.7690176	0.3095681	0.0509845	0.1186375	0.0810624	0.0369525	0.0259354	0.1361772	0.7399478	0.2365539	0.4728304	0.2936230	0.3909780	0.3459453	0.1180119	0.5576652	0.3133816	0.1484210	0.2859921	0.1435918	0.1723355	0.7684144	0.6346918	0.8023044	0.7713828	0.5078422	0.6914481	0.0780701	0.0649647	0.4891148	0.2282739	0.4051015	0.3853712	0.6845111	0.5751262	0.1821241	0.6789131	0.1352326	0.6429940	0.7099900	0.6733103	0.0062626	0.4089363	0.3793550	0.0240301	0.7213051	0.2998332	0.3852943	0.6758604	0.2969571	0.0212221	0.3640656	0.8416229	0.7738385	0.5001778	0.7087773	0.6174708	0.5098399	0.1005691	0.6036072	0.0198356	0.5937209	0.6399705	0.3159063	0.0728061	0.6527426	0.4649438	0.4526829	0.4658921	0.6139213	0.6775725	0.7745698	0.7214677	0.5771806	0.5652957	0.4351410	0.6257273	0.5017246	0.5335222	0.5562955	0.6060100	0.6028314	0.7190650	0.3403660	0.5072828	0.7532585	0.4387969	0.1919403	0.5572802	0.2501626	0.0948625	0.5086305	0.5293726	0.4548416	0.6349648	0.7652421	0.1391120	0.3330896	0.4507415	0.0253614	0.5157919
850	0.7612775	0.5984707	0.0110892	0.0576185	0.3414250	0.0966766	0.1689530	0.1079271	0.4532772	0.2888945	0.5193323	0.3064206	0.3246896	0.0523105	0.3667525	0.0247628	0.4927023	0.6064489	0.4358125	0.7278865	0.1189073	0.6192100	0.0200071	0.1083480	0.2711338	0.1950196	0.6442310	0.1202194	0.6833538	0.0862184	0.3318019	0.5781270	0.4693215	0.3226237	0.3390311	0.6693734	0.6918173	0.1291864	0.2286882	0.7066956	0.2666379	0.7324446	0.3593621	0.2082978	0.7416332	0.2525518	0.3409388	0.3369472	0.1940169	0.4698128	0.3003102	0.6743953	0.2440572	0.5561440	0.0062923	0.3977467	0.0556373	0.2470632	0.3999125	0.7051079	0.3285812	0.0785351	0.1127545	0.0521801	0.0488777	0.0467331	0.0664583	0.6157692	0.2836734	0.5401646	0.4408172	0.4793164	0.4825512	0.0876868	0.6299458	0.2925081	0.1163524	0.1923409	0.2024322	0.2566247	0.7158112	0.5978556	0.7831178	0.6154027	0.5187271	0.5934800	0.0860208	0.0430080	0.4684874	0.2441716	0.3821233	0.4602050	0.6389418	0.3686719	0.1622844	0.7035096	0.1170664	0.5459706	0.6807816	0.6668106	0.0163484	0.5384026	0.3995345	0.0225692	0.6590431	0.2923780	0.4072515	0.6571497	0.2575691	0.0084943	0.3178594	0.7003125	0.6753654	0.4631771	0.8127818	0.7742735	0.4824492	0.0804349	0.6248261	0.0289180	0.5784775	0.6600723	0.2461426	0.0972645	0.6406238	0.3774271	0.5653857	0.4063587	0.5929407	0.5926348	0.7283453	0.6282206	0.5609109	0.4903289	0.3643211	0.5215580	0.6309737	0.6722595	0.7103257	0.6089846	0.5116523	0.7251026	0.3335166	0.6273552	0.6226089	0.4806270	0.1095311	0.5314037	0.2284457	0.1207502	0.5142979	0.5851001	0.5766103	0.7449508	0.6246083	0.2510461	0.3239078	0.2953907	0.0313740	0.4854996
900	0.5594619	0.7423742	0.0262376	0.0163361	0.3740020	0.0803436	0.2047631	0.1022721	0.5342012	0.2626858	0.6635386	0.2990714	0.2644880	0.0661216	0.3513775	0.0236209	0.4185134	0.6853151	0.4939447	0.7082747	0.0553093	0.6374872	0.0397089	0.0748862	0.2916631	0.1785121	0.7773574	0.1231163	0.7180050	0.1095395	0.3749005	0.6607676	0.4078094	0.2532122	0.3041736	0.5819250	0.4784938	0.1306187	0.2340795	0.6715692	0.2714230	0.7250233	0.3506420	0.1718977	0.6795869	0.2245409	0.2292340	0.3707996	0.3143842	0.5925658	0.2957220	0.5614313	0.2884915	0.6272598	0.0228660	0.3657951	0.0815415	0.2074400	0.4046113	0.7032170	0.3153448	0.0871462	0.1183135	0.1034036	0.0301399	0.0482610	0.1039867	0.7422079	0.2194046	0.5769476	0.3355844	0.5152976	0.4287917	0.1241714	0.5769732	0.3241484	0.0850492	0.2208080	0.1725099	0.3147897	0.6133043	0.7667533	0.7061028	0.6620915	0.5058036	0.5522850	0.0299303	0.0564271	0.5660797	0.1715975	0.4561243	0.3431883	0.7380751	0.4577183	0.1555594	0.6464015	0.1793998	0.7011743	0.6695543	0.6191904	0.0072923	0.4287422	0.3037979	0.0314896	0.7274703	0.3700505	0.4993093	0.7732792	0.2652635	0.0280605	0.3251618	0.7299550	0.6540540	0.5225264	0.7286277	0.5817301	0.6124845	0.1440074	0.6495505	0.0350002	0.6458560	0.6396332	0.2894407	0.1004617	0.5640679	0.3730067	0.4605009	0.4737445	0.4569903	0.6881698	0.5385884	0.6786567	0.6128399	0.6269656	0.4408606	0.6177790	0.5840962	0.5477382	0.5696269	0.5353486	0.4428772	0.8447881	0.3672741	0.5709091	0.6326524	0.4011956	0.1056910	0.6187108	0.2485628	0.0944839	0.6239316	0.5234616	0.4886573	0.6711898	0.6749161	0.1884391	0.5039969	0.4483137	0.0296177	0.6833051
950	0.6837852	0.7739459	0.0249156	0.0230853	0.3180965	0.0857631	0.1384893	0.0863142	0.6230373	0.3459290	0.6805999	0.3177353	0.3985812	0.0373574	0.3182442	0.0066807	0.4877895	0.7734189	0.4917103	0.7011849	0.0570370	0.5951206	0.0218157	0.0785620	0.2465647	0.1834081	0.7428233	0.0571941	0.7261553	0.1606283	0.3958106	0.6180847	0.4160429	0.3196174	0.2828900	0.6094267	0.5302827	0.0862631	0.2530033	0.6783187	0.2516401	0.7832494	0.3435622	0.1968293	0.6001927	0.2117435	0.3288591	0.3714874	0.3131715	0.5321439	0.2298868	0.5677446	0.2604451	0.5359498	0.0114694	0.4742443	0.0896745	0.2486589	0.3938940	0.8029732	0.2808596	0.0856435	0.1503615	0.0933950	0.0450878	0.0138480	0.0805286	0.7482440	0.2690292	0.4265541	0.4178649	0.5458372	0.4466869	0.0905102	0.6447212	0.3223457	0.1051239	0.1840090	0.2746324	0.2048907	0.5758104	0.7800829	0.7626314	0.7301922	0.5063008	0.6110837	0.0842137	0.0868950	0.5561468	0.2690696	0.3094796	0.3914318	0.6443207	0.3740601	0.1460704	0.5389886	0.1763867	0.5382643	0.6633197	0.6482958	0.0116646	0.3905715	0.3276738	0.0143201	0.6820832	0.3222500	0.3890482	0.6735173	0.3220611	0.0122900	0.3620160	0.6385836	0.6132862	0.4357552	0.6954352	0.6177667	0.5095318	0.0908277	0.6173672	0.0453779	0.7636236	0.6088136	0.3113766	0.0623326	0.5925540	0.4452482	0.4153878	0.3902238	0.6149339	0.5290934	0.7507607	0.6455997	0.6881435	0.7708801	0.3724434	0.5937739	0.6989512	0.5131907	0.6302724	0.5564313	0.5516215	0.6751328	0.3351007	0.5023802	0.6505420	0.5061081	0.1574554	0.6312762	0.2832461	0.1023556	0.6313566	0.5926782	0.5424214	0.7370730	0.5479680	0.1433366	0.4972090	0.3588531	0.0370368	0.6089162
1000	0.7172887	0.6393812	0.0331602	0.0286465	0.3631279	0.0782869	0.1720025	0.0697341	0.5799606	0.3240022	0.5492288	0.2665337	0.3014256	0.0537490	0.3115661	0.0329158	0.5055512	0.7073068	0.4581761	0.7338832	0.0479616	0.8046844	0.0182846	0.1143257	0.2101509	0.1613292	0.6730925	0.1234351	0.7103124	0.1559869	0.3832694	0.5934185	0.5660368	0.3301428	0.3698390	0.6061455	0.5391075	0.1112634	0.2212840	0.6548863	0.3218095	0.6444091	0.3829433	0.1508059	0.6299678	0.3214808	0.2224661	0.4125116	0.2039009	0.4795952	0.2116020	0.4435598	0.2591956	0.6845090	0.0257565	0.4222404	0.0420278	0.2293990	0.4667854	0.8063761	0.2990006	0.1174534	0.1291920	0.1468849	0.0478492	0.0407677	0.1372288	0.7233841	0.2192406	0.5683314	0.3644755	0.4031105	0.5099875	0.1071907	0.5966902	0.2964772	0.1132200	0.2114999	0.1780415	0.1636821	0.7011971	0.7106903	0.6163045	0.6534882	0.6105146	0.6404800	0.0644053	0.0554075	0.5224137	0.2233404	0.3880982	0.4130763	0.6209475	0.3546950	0.1465459	0.6024979	0.1900708	0.6203022	0.6936758	0.6701519	0.0085069	0.3496764	0.3431749	0.0380232	0.6131491	0.3593196	0.4162302	0.6385781	0.2636430	0.0201910	0.3556483	0.8308524	0.6953692	0.5278463	0.5161352	0.6422581	0.5768376	0.1035290	0.5822566	0.0367450	0.7698869	0.4701645	0.2934217	0.0972372	0.5082263	0.3814237	0.4993891	0.4008541	0.6708311	0.7428141	0.5764609	0.5445655	0.7003305	0.6619547	0.4154611	0.4483535	0.5941444	0.5188029	0.6672951	0.6723106	0.4644048	0.9094724	0.3184594	0.4819295	0.7045207	0.3732984	0.1144215	0.7569656	0.2685372	0.1095293	0.5271261	0.5787853	0.5534464	0.6822352	0.6710898	0.2097166	0.4184813	0.2875527	0.0296453	0.5998802

0	0.7201477	0.6478399	0.0400477	0.0164344	0.3974774	0.0601151	0.1995667	0.0696310	0.5382359	0.2904009	0.6901058	0.3423381	0.3769278	0.0789989	0.3800607	0.0246932	0.5927330	0.7432582	0.5963480	0.7465431	0.0475261	0.8318965	0.0212894	0.1092362	0.2481072	0.1888917	0.7605262	0.1129504	0.7050007	0.1755736	0.3770852	0.7121842	0.5918744	0.3642913	0.3102521	0.7031241	0.5868023	0.1224546	0.2737520	0.6899325	0.4168115	0.7822609	0.3792262	0.2387495	0.6573607	0.2128817	0.2465575	0.3663605	0.2363931	0.5746187	0.2795414	0.5685692	0.2517561	0.5239262	0.0192082	0.4419688	0.0452068	0.2559320	0.4265260	0.6368857	0.3211889	0.1251121	0.1050615	0.0932865	0.0437036	0.0764782	0.1246651	0.6079552	0.2232819	0.5193724	0.3627725	0.3694095	0.4984038	0.1057811	0.5622232	0.3101001	0.2461813	0.2311786	0.1806066	0.1398815	0.8043058	0.6901375	0.7051748	0.6881481	0.6752959	0.6522653	0.0559430	0.0392327	0.5688781	0.2123501	0.3175326	0.3234010	0.6702099	0.3794372	0.1248970	0.6403448	0.1556162	0.6710362	0.6572194	0.6889284	0.0195638	0.5035227	0.3689960	0.0258417	0.6571154	0.3833799	0.5120787	0.7900231	0.2635389	0.0123125	0.4047108	0.5989452	0.7087886	0.4907382	0.6792503	0.6382035	0.5114472	0.1137314	0.6258720	0.0914124	0.6948195	0.5310377	0.3555219	0.0887931	0.5395297	0.4668378	0.4762401	0.4290642	0.6595589	0.6703129	0.6560213	0.7978013	0.7218096	0.7088142	0.3495984	0.7274404	0.6069265	0.6666473	0.6793700	0.5935317	0.5055036	0.6653735	0.3364307	0.7408326	0.6366407	0.5657073	0.2158023	0.6556254	0.3113246	0.0740070	0.4679265	0.6703710	0.5124543	0.6633164	0.6641489	0.2096727	0.4253809	0.5054085	0.0398831	0.4641944
50	0.6658398	0.8811353	0.0264729	0.0257030	0.2839659	0.0222854	0.1232485	0.0818170	0.5363440	0.2769466	0.5972762	0.2222732	0.3927924	0.0879458	0.3746856	0.0030551	0.3521386	0.5159990	0.4915869	0.7441382	0.1006011	0.6452864	0.0309700	0.1522073	0.1625607	0.0780353	0.7140396	0.1076834	0.7131556	0.1907859	0.3199987	0.8116977	0.4861947	0.3264641	0.3530932	0.6811101	0.3533312	0.0598105	0.2356700	0.7004440	0.4814628	0.2748648	0.3613437	0.1913497	0.6907087	0.2945995	0.1299603	0.3511217	0.4648338	0.6257000	0.1646861	0.4684230	0.0916433	0.6758328	0.0054659	0.4139993	0.0718988	0.2099639	0.2336942	0.7736076	0.3605205	0.1408801	0.1119832	0.0771665	0.0419545	0.0186985	0.2873266	0.7103884	0.1122174	0.4411920	0.3256850	0.4141101	0.4827315	0.0935635	0.6988955	0.2709179	0.0867294	0.2587636	0.2058269	0.1352128	0.6446833	0.7796859	0.6309693	0.6587297	0.5433502	0.5961640	0.0087241	0.0450398	0.6089672	0.2350896	0.3566293	0.3598750	0.6955062	0.5001390	0.0765526	0.6351218	0.1680724	0.7268958	0.6194589	0.6209451	0.0070210	0.4665959	0.6980342	0.0215291	0.6634301	0.3686323	0.4511003	0.6073910	0.3297843	0.0068754	0.4638399	0.6360536	0.7228390	0.5891053	0.7107384	0.6365371	0.5700270	0.0037896	0.7481312	0.0075705	0.6604327	0.6078374	0.3178649	0.0525481	0.7484775	0.3837717	0.6563642	0.4111355	0.6743734	0.7112201	0.6236576	0.5463498	0.5531536	0.5517509	0.4263412	0.5424529	0.5429875	0.6319461	0.7411723	0.6731028	0.6287143	0.7041517	0.2695457	0.5562465	0.7571765	0.5757506	0.0750565	0.6833915	0.3009525	0.0608043	0.5851643	0.6963488	0.5616061	0.6381925	0.6563842	0.4359244	0.3989950	0.4523167	0.0597304	0.5485107
