"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80
700	0.0638525	0.7615027	0.4743843	0.6999807	0.0094344	0.0810606	0.0729141	0.7481802	0.0756808	0.0005457	0.3227185	0.1771456	0.0003164	0.3024551	0.3145970	0.5815711	0.4189330	0.3528472	0.0236760	0.1265202	0.1264786	0.3073931	0.5233225	0.1417011	0.7339786	0.0430562	0.2359277	0.3799800	0.0208924	0.0174375	0.1771874	0.6951101	0.1473494	0.5572531	0.0796631	0.0000000	0.2210844	0.1162826	0.1401718	0.2250554	0.3382389	0.7379792	0.5819468	0.4187208	0.2502541	0.1570473	0.5814607	0.6287609	0.2709679	0.0079705	0.6562623	0.7607031	0.3794288	0.6910305	0.2918120	0.3822758	0.1506248	0.7286695	0.4015362	0.6328375	0.2342421	0.5792857	0.0376510	0.5341887	0.4342447	0.4827135	0.5755804	0.2572344	0.6846562	0.6865277	0.3633508	0.5810044	0.5544419	0.5814752	0.4972092	0.7813331	0.2267468	0.6547781	0.0475283	0.4215648
750	0.0894187	0.6398886	0.3397654	0.5949013	0.0160872	0.0653839	0.0798849	0.5966734	0.0550921	0.0003499	0.3046850	0.1189873	0.0253327	0.3037678	0.2541128	0.8413002	0.4033117	0.3375812	0.0812588	0.0693178	0.0776405	0.4356752	0.6526263	0.1541120	0.5944040	0.0272891	0.3615419	0.2704070	0.0227917	0.0244176	0.2236523	0.5387702	0.1208114	0.6250896	0.1200817	0.0016059	0.2241503	0.1070336	0.1933193	0.1513369	0.4266056	0.6261373	0.4935917	0.5107194	0.2465761	0.0842165	0.6248902	0.7440940	0.3311063	0.0002259	0.7341377	0.6266965	0.3616542	0.5815530	0.2084020	0.2822874	0.1305563	0.5749724	0.3319671	0.7580562	0.2047376	0.8062601	0.0478680	0.6630453	0.6111275	0.4619245	0.6660651	0.3796468	0.7296979	0.7058614	0.5769147	0.7716930	0.6720889	0.5874122	0.5323771	0.6398635	0.2519904	0.6690615	0.0507647	0.4811219
800	0.0744003	0.7080121	0.2810769	0.6985708	0.0137948	0.0637833	0.0334737	0.6426528	0.0325914	0.0020847	0.2951475	0.1615147	0.0081826	0.2219664	0.3776479	0.5783338	0.4436428	0.2171678	0.0156995	0.1458389	0.1125774	0.3147005	0.6757630	0.1797932	0.6960432	0.0781374	0.3611140	0.2380726	0.0276748	0.0132659	0.2528150	0.6794620	0.1911016	0.6185923	0.1267803	0.0027187	0.2300134	0.0887351	0.1994755	0.1869902	0.4391679	0.7180335	0.5299261	0.5371693	0.2836411	0.1520302	0.5627721	0.7137733	0.3210099	0.0064731	0.6739228	0.6558167	0.3613430	0.6033489	0.1735538	0.3339007	0.1644923	0.5866988	0.4709033	0.7210955	0.3118550	0.7660575	0.0179181	0.7106934	0.5396561	0.5721359	0.5387766	0.3895406	0.6917720	0.7176526	0.4172720	0.5583681	0.6526767	0.5353865	0.5621073	0.7387817	0.2705704	0.6787184	0.0299946	0.5047213
850	0.0755138	0.6377897	0.2740889	0.6921296	0.0302115	0.0520808	0.0684327	0.8317177	0.0863112	0.0001524	0.3040973	0.1411220	0.0063118	0.2353896	0.3051227	0.6504416	0.4566324	0.2181212	0.0090289	0.1202724	0.0577213	0.3321833	0.6079450	0.1461068	0.6148446	0.0449819	0.2227085	0.1748362	0.0296118	0.0100838	0.2347025	0.6139749	0.1538130	0.6793104	0.1072074	0.0043760	0.1992550	0.0921013	0.2391390	0.1034237	0.5879645	0.6312345	0.4564004	0.5121513	0.2844197	0.1452292	0.5388360	0.7335304	0.4539717	0.0020943	0.6262634	0.6781956	0.2729838	0.5546609	0.1977460	0.5713354	0.2404376	0.6102327	0.3477715	0.6412835	0.2440404	0.6537489	0.0616341	0.5350966	0.3865378	0.5485189	0.6773765	0.3499716	0.7630862	0.6966323	0.4307762	0.5828535	0.6120248	0.6894076	0.4765752	0.6128731	0.2797530	0.5851701	0.0633907	0.4528587
900	0.1160301	0.8242661	0.3113023	0.7847786	0.0159133	0.0411055	0.0559679	0.7299227	0.0807341	0.0003553	0.3535157	0.1256467	0.0075287	0.2819741	0.2060192	0.6119493	0.3378120	0.2092525	0.0170217	0.1121198	0.1073696	0.3142137	0.7062316	0.1480035	0.8147153	0.0437893	0.2171704	0.2773771	0.0152868	0.0072463	0.2230092	0.5831480	0.0971736	0.5627721	0.0672499	0.0003303	0.2218721	0.1098391	0.1197686	0.0824414	0.4931678	0.6216063	0.5262083	0.4637017	0.2177127	0.1832052	0.6601808	0.5614941	0.3779962	0.0009995	0.7247864	0.6592382	0.3244392	0.6247926	0.2331864	0.4837267	0.1879112	0.6975644	0.4167344	0.6786402	0.1646089	0.5700277	0.0476796	0.6778772	0.5714870	0.5463544	0.6892173	0.3340729	0.8268165	0.6672421	0.5316375	0.4619241	0.6480288	0.5999157	0.4963640	0.5783717	0.3585274	0.7637256	0.0207752	0.4092540
950	0.0750309	0.6632865	0.3340896	0.7198446	0.0161261	0.0508764	0.0256205	0.7694191	0.0556466	0.0010486	0.2029876	0.1653246	0.0137787	0.2815895	0.2664515	0.7076407	0.3393503	0.1990391	0.0098254	0.0641917	0.0763870	0.3892273	0.6394757	0.1269017	0.6128336	0.0396253	0.2390907	0.3015850	0.0306739	0.0080165	0.2031353	0.6604514	0.1671334	0.7781606	0.1072118	0.0014751	0.1599318	0.0987966	0.1294732	0.1151701	0.5183578	0.6339046	0.4868538	0.3460641	0.3032222	0.1410868	0.5883665	0.5467336	0.4603154	0.0006444	0.5828082	0.6548894	0.2671939	0.7957229	0.1850544	0.3428598	0.2157885	0.5579954	0.3370182	0.8612198	0.2197245	0.6112289	0.1016732	0.6625907	0.5131507	0.6153901	0.7152663	0.3842623	0.6460741	0.6437809	0.3938936	0.5491381	0.6353870	0.6138231	0.3378314	0.7798197	0.3913469	0.6299434	0.0386682	0.3217292
1000	0.0912722	0.8126644	0.3074005	0.6917280	0.0315573	0.0529153	0.0331064	0.6991032	0.0470574	0.0002754	0.2708028	0.1945140	0.0133744	0.3004183	0.2777570	0.7394750	0.3390875	0.2242830	0.0280267	0.1118092	0.0812934	0.3418639	0.6161708	0.1523092	0.6283299	0.0393601	0.1924607	0.2030403	0.0359812	0.0094915	0.2010340	0.6631219	0.1241144	0.7390049	0.0806725	0.0154629	0.2326189	0.1422016	0.1362228	0.1651509	0.3894776	0.8132931	0.4288717	0.5278571	0.2494559	0.1523202	0.4801568	0.7566142	0.2661380	0.0023741	0.7098568	0.6508904	0.3442838	0.8249396	0.1728765	0.2733215	0.1572548	0.6432502	0.3263699	0.6619182	0.2088962	0.5663367	0.0294363	0.6779073	0.5690876	0.5799492	0.5809789	0.3553825	0.7109606	0.6514277	0.4583870	0.5103842	0.5972564	0.5661543	0.6013473	0.6170011	0.3017396	0.8018093	0.0198038	0.3262466

0	0.0925283	0.6691477	0.2826045	0.7741567	0.0066826	0.0552020	0.0483350	0.6943651	0.0540184	0.0004606	0.3561800	0.1824203	0.0161473	0.2362729	0.4235922	0.5716869	0.3366246	0.3002000	0.0216425	0.1112110	0.1876427	0.4105731	0.5051804	0.1445571	0.7194062	0.0407111	0.3616383	0.2926059	0.0277008	0.0133056	0.1736230	0.6662098	0.1349542	0.7336139	0.0858111	0.0004628	0.2757885	0.1537756	0.1569012	0.1267028	0.4218367	0.6501011	0.4507550	0.3929024	0.2686350	0.2063901	0.5840494	0.7138967	0.3350940	0.0005621	0.5987818	0.6787653	0.2990238	0.7438096	0.2055690	0.4907863	0.2167083	0.6808812	0.4588078	0.7868270	0.2251687	0.7422516	0.0585859	0.8036205	0.5767406	0.5412495	0.7579803	0.3388071	0.6284465	0.7619463	0.4560201	0.5835536	0.7079077	0.4249948	0.4510617	0.5638342	0.3236838	0.6378676	0.0893530	0.4576817
50	0.1302313	0.7246148	0.2958546	0.6174342	0.0183353	0.0356061	0.0336973	0.7158325	0.0578279	0.0000872	0.2108241	0.0365679	0.0032777	0.3057493	0.2757604	0.6569277	0.1516375	0.2923114	0.0183768	0.1144222	0.1191160	0.3864738	0.2527719	0.0972971	0.8579266	0.0317564	0.3031346	0.2193322	0.0401564	0.0034669	0.1876112	0.5506307	0.1438492	0.7178684	0.0663816	0.0001416	0.2229521	0.1753501	0.2422155	0.0894858	0.4477059	0.6500933	0.4045623	0.4540860	0.3217953	0.1346893	0.3376111	0.5440744	0.3573543	0.0006392	0.6370854	0.6646791	0.3342865	0.6826859	0.1574637	0.3647138	0.3144361	0.5853792	0.4474710	0.7176600	0.5473657	0.7155169	0.0173399	0.5654153	0.5154648	0.5315433	0.6558313	0.3317785	0.7360481	0.8518380	0.5581008	0.5611529	0.6840419	0.6305532	0.4099030	0.7016526	0.3895789	0.6284446	0.0272096	0.4305299
100	0.1018769	0.6979127	0.3406588	0.7278779	0.0199075	0.0359120	0.0170614	0.6086630	0.0417557	0.0012378	0.2547230	0.0113579	0.0019330	0.4152384	0.1340477	0.7793935	0.0668438	0.3111558	0.0079082	0.1514634	0.1403712	0.3521075	0.1191036	0.0681463	0.7898232	0.0414483	0.2833934	0.3370870	0.0255210	0.0086541	0.1853724	0.6378930	0.1394181	0.6824427	0.0594418	0.0000054	0.2423505	0.1297131	0.1660103	0.1117657	0.5954292	0.5768089	0.4657304	0.4458551	0.2444387	0.1399747	0.3222150	0.5488807	0.4749221	0.0011766	0.5700998	0.6513045	0.3643164	0.6095723	0.0806864	0.4018393	0.4073986	0.5662565	0.4876338	0.7330997	0.5549993	0.6587406	0.0605640	0.5631951	0.4800615	0.4930079	0.6905259	0.2967380	0.6649745	0.6634445	0.5733262	0.5288626	0.5766246	0.6432171	0.3760341	0.6010982	0.3310440	0.6176434	0.0301236	0.4808984
150	0.0807980	0.8024854	0.2873382	0.7227194	0.0263388	0.0880124	0.0166224	0.6744861	0.0512130	0.0000142	0.2951168	0.0186481	0.0012417	0.2895813	0.2180096	0.7003106	0.0804602	0.2966072	0.0118145	0.0954347	0.0999033	0.3457218	0.1705815	0.0863366	0.6186492	0.0521156	0.2880155	0.2717975	0.0578723	0.0261285	0.1652208	0.6568311	0.1643616	0.6911682	0.0260998	0.0000233	0.2735825	0.1678627	0.1416102	0.1057975	0.7131284	0.7109261	0.5335270	0.3803134	0.3265449	0.1364318	0.3060333	0.4876588	0.5120564	0.0007940	0.5599652	0.8042621	0.2860455	0.6319690	0.1231666	0.4290291	0.3981739	0.6040216	0.4296642	0.6550709	0.7054582	0.6553934	0.0312546	0.5169875	0.5313829	0.5446898	0.7563775	0.3157227	0.8512830	0.7672483	0.7733217	0.5635807	0.7561348	0.6291027	0.4222884	0.6439258	0.2760664	0.5833443	0.0299549	0.4811233
200	0.0903190	0.7746475	0.2624290	0.7471432	0.0260440	0.0739107	0.0028472	0.7154341	0.0613340	0.0000986	0.2188149	0.0049627	0.0007781	0.3737355	0.2474781	0.7623113	0.0305628	0.2946994	0.0069774	0.0788522	0.1005607	0.4129654	0.0812505	0.1117964	0.7118069	0.0286984	0.3451046	0.2255480	0.0521415	0.0285123	0.2309335	0.6150390	0.1367945	0.7729663	0.0224202	0.0000302	0.2391842	0.1360569	0.1969267	0.1037681	0.6173475	0.6980409	0.4781893	0.4135452	0.3055731	0.1418242	0.2310049	0.5971158	0.4219490	0.0036473	0.5825979	0.6851091	0.2574309	0.6138630	0.0662148	0.4272508	0.4006935	0.5465882	0.4330389	0.6692703	0.6448276	0.7377387	0.0359037	0.6371067	0.5231262	0.4568394	0.6208367	0.3803399	0.7253516	0.7592391	0.7714170	0.5253522	0.7465278	0.6102699	0.4534935	0.6946606	0.2428067	0.7283193	0.0393275	0.4964140
250	0.0722350	0.7013960	0.2815871	0.7378164	0.0247310	0.0598441	0.0045582	0.6967310	0.0625848	0.0001751	0.2200503	0.0000057	0.0053545	0.2512703	0.1928298	0.7201998	0.0327250	0.2010486	0.0193717	0.1353107	0.0906560	0.3316073	0.1036710	0.0622474	0.6859840	0.0400852	0.2680459	0.2719107	0.0294798	0.0109506	0.2193887	0.6494167	0.1293468	0.6559714	0.0344603	0.0010157	0.1787540	0.1183345	0.2039564	0.0783924	0.6274862	0.5705645	0.5504325	0.3979924	0.3562047	0.0874712	0.2846978	0.4517806	0.4258992	0.0046806	0.6475580	0.7202628	0.2982083	0.6197721	0.1226346	0.4053485	0.3801361	0.6647117	0.5512514	0.6259369	0.5431711	0.7842239	0.0587146	0.5546321	0.5465164	0.4980777	0.5922651	0.4324972	0.7683720	0.8048888	0.7089899	0.5053820	0.6076494	0.5767506	0.4766764	0.6769325	0.3188034	0.6525001	0.0120609	0.4363241
300	0.0508996	0.7744539	0.2699994	0.6622332	0.0088362	0.0517390	0.0046788	0.6915528	0.0489190	0.0000232	0.2593511	0.0000806	0.0009599	0.3396120	0.1702507	0.7665848	0.0199291	0.1998302	0.0070323	0.1432083	0.0539360	0.2446386	0.0609357	0.0794864	0.7595036	0.0287830	0.2450987	0.2820446	0.0353169	0.0079774	0.1350421	0.7837274	0.0727967	0.6290299	0.0110912	0.0000124	0.1959103	0.0989368	0.2866696	0.1135535	0.5540456	0.6607638	0.5343360	0.3802430	0.3114912	0.0655727	0.2402209	0.4640576	0.3435508	0.0008058	0.6923709	0.6034874	0.2702838	0.5804825	0.1207115	0.3164229	0.4352493	0.7234494	0.4993317	0.7856148	0.5798966	0.5924395	0.0492413	0.6860694	0.5057805	0.4751733	0.6352435	0.3513646	0.7192239	0.6803846	0.6951542	0.5256440	0.7332612	0.5649398	0.5040656	0.7773331	0.2529061	0.5825072	0.0335373	0.4572436
350	0.0591520	0.5949697	0.3226669	0.5524993	0.0303841	0.0895704	0.0142547	0.6930791	0.0475173	0.0004483	0.2956855	0.0026522	0.0000000	0.3980145	0.2103997	0.7291289	0.0132993	0.2701645	0.0057712	0.0889022	0.0570425	0.4020744	0.0600579	0.0827188	0.7266654	0.0416528	0.3068191	0.2147370	0.0255590	0.0069294	0.2086198	0.5845414	0.1431949	0.7559824	0.0119099	0.0000088	0.2388437	0.1553402	0.1917359	0.1633512	0.6595955	0.8502774	0.4509337	0.3424318	0.4725643	0.1810327	0.3697394	0.5960798	0.4818717	0.0028824	0.6529909	0.6679619	0.3452281	0.7788108	0.1121000	0.3661551	0.4250913	0.7812286	0.6235693	0.8052923	0.5794098	0.7267141	0.0362509	0.6778640	0.5048792	0.5457043	0.6446626	0.3107006	0.6480032	0.6011901	0.6748656	0.5500854	0.5206658	0.6775507	0.4462536	0.7114097	0.3330926	0.6955584	0.0291210	0.4832568
400	0.0565166	0.5829832	0.2699530	0.6639851	0.0275368	0.0544137	0.0131420	0.6179724	0.0846500	0.0000886	0.2493097	0.0002290	0.0015612	0.3995375	0.1546311	0.6586708	0.0218700	0.1993298	0.0107530	0.1096194	0.0773825	0.3226339	0.1210792	0.0525683	0.6235463	0.0689226	0.2823487	0.2265994	0.0353130	0.0114982	0.1935102	0.6473558	0.1265554	0.6860348	0.0553474	0.0005911	0.2306007	0.1112043	0.1458312	0.1126094	0.5346855	0.8715177	0.5178699	0.4250010	0.4007832	0.0943891	0.2644228	0.6416423	0.4758682	0.0006248	0.7048907	0.6182616	0.3323260	0.6717921	0.1267958	0.3586922	0.4614949	0.8471312	0.5455059	0.7554020	0.6460621	0.7411578	0.0144080	0.5980522	0.5497940	0.5990339	0.7195358	0.4032759	0.6620308	0.6607158	0.6380222	0.5813783	0.6284420	0.6095223	0.4801713	0.6819342	0.3494380	0.6947761	0.0257816	0.4491790
450	0.0513538	0.6765467	0.3175774	0.7633740	0.0370466	0.0779117	0.0071394	0.7459989	0.0458986	0.0012165	0.2538667	0.0018013	0.0000000	0.2981731	0.0897620	0.7445481	0.0173014	0.1885805	0.0158448	0.1116626	0.0731439	0.4428756	0.1331256	0.1195541	0.6566623	0.0263583	0.2839552	0.2841812	0.0206463	0.0194282	0.1338929	0.6106927	0.1247654	0.6521732	0.0460593	0.0006966	0.2037228	0.1243254	0.1805927	0.0697071	0.5790727	0.6644674	0.4950487	0.5254154	0.3714332	0.1242439	0.2960963	0.5623824	0.4050071	0.0035919	0.6700276	0.6848410	0.3176559	0.8621382	0.1656986	0.3284619	0.4701087	0.5860374	0.5723374	0.7905564	0.6567485	0.6284005	0.0387055	0.8437237	0.5201602	0.4741332	0.6586199	0.3187271	0.6161367	0.6714894	0.7245376	0.6683257	0.7013981	0.6920200	0.4154782	0.7311792	0.2801011	0.5854682	0.0333906	0.3946425
500	0.1156962	0.7384181	0.2923280	0.8913675	0.0316239	0.0469296	0.0130503	0.6394401	0.0829524	0.0000188	0.2361498	0.0000682	0.0000000	0.3750117	0.1435007	0.7712338	0.0223715	0.2348406	0.0117611	0.1225790	0.1310225	0.4019595	0.1089967	0.0949338	0.6621213	0.0345791	0.2195701	0.2623933	0.0636158	0.0126229	0.2064030	0.5891474	0.1121332	0.7407046	0.0216521	0.0000907	0.2039590	0.1638037	0.1556364	0.0904843	0.5680648	0.7178956	0.6038001	0.3916241	0.3600495	0.1217650	0.2863434	0.5228299	0.5225863	0.0034476	0.6734282	0.6296887	0.2980508	0.6971771	0.1808133	0.3790602	0.4245673	0.7889445	0.4353014	0.7325301	0.8097909	0.7089685	0.0314582	0.7171305	0.4392101	0.6290535	0.7408828	0.3432718	0.7589283	0.8072991	0.7827094	0.7427377	0.6644683	0.5498816	0.3487440	0.7052405	0.2490526	0.7855639	0.0238589	0.4348348
550	0.1040960	0.5582505	0.2653642	0.6447904	0.0226377	0.0633521	0.0435550	0.7677873	0.0321280	0.0066755	0.2882998	0.1026363	0.0112471	0.4121436	0.2611526	0.6910631	0.3144064	0.1937558	0.0159172	0.1287556	0.0846068	0.3262072	0.4562769	0.1318015	0.5885634	0.0423450	0.2020828	0.2954106	0.0300521	0.0106451	0.1923175	0.7015528	0.1246091	0.7152813	0.0744287	0.0020531	0.2123114	0.1112803	0.2070485	0.1804081	0.3924460	0.6430541	0.4845244	0.5232012	0.3583793	0.1199957	0.5849992	0.6951607	0.4319046	0.0040691	0.5795160	0.7654002	0.3830772	0.6363097	0.1813825	0.2755713	0.2609012	0.6972929	0.4623177	0.6660778	0.3728721	0.6989564	0.0331965	0.6958051	0.5847223	0.5289934	0.6990301	0.3211660	0.6217246	0.6263500	0.4021751	0.6817563	0.6608490	0.5311822	0.5485662	0.8052844	0.3001621	0.6484213	0.0484585	0.4583875
600	0.0637326	0.6620387	0.2754150	0.6950628	0.0261108	0.0617865	0.0332908	0.6247386	0.0932003	0.0000000	0.3960269	0.1782368	0.0195521	0.3075938	0.3372198	0.6159238	0.4017180	0.2386116	0.0130502	0.1155256	0.1089382	0.4512201	0.5709890	0.1095788	0.5105926	0.0693305	0.2619962	0.2750245	0.0331903	0.0147534	0.2422809	0.6188133	0.0980638	0.7104753	0.1283041	0.0041982	0.1794131	0.0985962	0.1658377	0.1487972	0.4632924	0.6335482	0.4874139	0.4767683	0.3614429	0.1704899	0.5711660	0.7308840	0.3839903	0.0008178	0.5571462	0.8237065	0.3066169	0.6291963	0.2438784	0.4074348	0.2303679	0.5908868	0.4243664	0.7516145	0.2637047	0.5194169	0.0493701	0.7222908	0.4868534	0.5797145	0.8433603	0.3895828	0.5890322	0.7181041	0.5009482	0.6519525	0.6320610	0.6789507	0.5302681	0.5607498	0.3158059	0.6786787	0.0340577	0.3686009
650	0.0926304	0.7002930	0.2554842	0.7032064	0.0304004	0.0505938	0.0360908	0.6642093	0.0767193	0.0001058	0.2947298	0.1622944	0.0323486	0.3403442	0.3177610	0.5875137	0.4659321	0.1946764	0.0116533	0.1701709	0.0836762	0.3685528	0.5957154	0.1093736	0.6882185	0.0816420	0.3021494	0.2298729	0.0290325	0.0289973	0.2028855	0.6788487	0.1362602	0.6424896	0.1364889	0.0009759	0.2413242	0.1445263	0.1689040	0.1715618	0.4524175	0.6057794	0.4299741	0.4794050	0.3105671	0.1466720	0.5135265	0.7430750	0.3325766	0.0053476	0.5417336	0.6962728	0.3205790	0.6741717	0.2338737	0.4052963	0.1470528	0.6873750	0.3047484	0.7744474	0.2266336	0.5954868	0.0284228	0.6636892	0.6785012	0.4912698	0.7919545	0.3313872	0.5870502	0.7090263	0.6035313	0.6349677	0.6985677	0.6722432	0.4261107	0.6523210	0.3052561	0.7079819	0.0702245	0.5508005
700	0.0897118	0.7190643	0.3262467	0.7627558	0.0139866	0.0594949	0.0331431	0.6166885	0.0745322	0.0007301	0.3226523	0.1483959	0.0211618	0.3203419	0.4315924	0.6699833	0.3906581	0.2008702	0.0334217	0.1448487	0.1143328	0.3604147	0.5289739	0.0937673	0.7186863	0.0701480	0.3041936	0.2467095	0.0595205	0.0330533	0.2164387	0.6338094	0.1107289	0.7265344	0.1555852	0.0054008	0.2167634	0.1308627	0.2052839	0.1855764	0.3677892	0.7022709	0.4738405	0.5052473	0.2774402	0.1342966	0.5118342	0.7331108	0.3603836	0.0006143	0.5506911	0.6871301	0.2936996	0.7946247	0.2116373	0.4136868	0.1842707	0.6055150	0.2761302	0.6731969	0.2274285	0.5945774	0.0434224	0.7008611	0.4739468	0.4451387	0.6714286	0.4990098	0.6056412	0.5291923	0.5561570	0.6120022	0.6386172	0.5218524	0.5164843	0.7103037	0.3528929	0.6873768	0.0412818	0.4136196
750	0.0588017	0.7300508	0.3197482	0.6441825	0.0421003	0.1065554	0.0232250	0.5943165	0.0675272	0.0097919	0.3347199	0.1278355	0.0124306	0.2646301	0.2909841	0.7918888	0.4748222	0.2480685	0.0308185	0.1175564	0.0852860	0.4222859	0.5990165	0.1586659	0.6587078	0.0260438	0.3199913	0.2370841	0.0128966	0.0058026	0.2181637	0.5173970	0.1499673	0.7212418	0.0918184	0.0012323	0.1784337	0.1583040	0.2012258	0.1606241	0.4298159	0.7372574	0.4002972	0.4642463	0.2263809	0.2041534	0.6225389	0.6943527	0.3317143	0.0000000	0.5712507	0.5997974	0.3515835	0.7544834	0.1865082	0.4180797	0.1602181	0.6726434	0.3366494	0.7497277	0.2267162	0.6585018	0.0482507	0.6376497	0.4424261	0.5993529	0.7030474	0.3424447	0.7600767	0.7841913	0.5031435	0.5672257	0.6459097	0.6116947	0.3908237	0.7690014	0.2941631	0.7447342	0.0346953	0.3784962
800	0.0937000	0.6631349	0.3402951	0.6757216	0.0049952	0.0596080	0.0394243	0.6785724	0.0698711	0.0000014	0.3689275	0.1245483	0.0031492	0.2471098	0.4303226	0.5378787	0.3505622	0.2422456	0.0146394	0.1855794	0.0871503	0.3129694	0.6096621	0.1075264	0.7291030	0.0550541	0.3956063	0.2708258	0.0522767	0.0258569	0.2026729	0.6006787	0.1831331	0.7338577	0.0971393	0.0050523	0.2132814	0.1156829	0.1689506	0.1858198	0.3865877	0.7299891	0.4267363	0.4649882	0.2753453	0.1054308	0.6125590	0.6671499	0.4168166	0.0072812	0.6051129	0.7344606	0.3830418	0.6923215	0.2675415	0.4855078	0.1856219	0.6708132	0.3320270	0.7226449	0.1848957	0.8323724	0.0436377	0.6983592	0.5483832	0.4574239	0.6084564	0.4285118	0.8009103	0.7242058	0.4729251	0.5891111	0.7301283	0.8599425	0.4169480	0.7731168	0.2515075	0.6856342	0.0553798	0.3941795
850	0.0728616	0.7176138	0.4406713	0.7149915	0.0417133	0.0847673	0.0451800	0.6453920	0.0558358	0.0015622	0.3259500	0.1295010	0.0091791	0.2621356	0.3645142	0.6653773	0.4266015	0.2609044	0.0048476	0.1201457	0.1471409	0.3317129	0.6348667	0.1250585	0.7227440	0.1017239	0.3406421	0.2635777	0.0332463	0.0123701	0.2335126	0.6589078	0.1294873	0.7342611	0.0988853	0.0198263	0.2381009	0.1110821	0.2073805	0.1876069	0.4797208	0.6863238	0.4479194	0.4274709	0.2560308	0.1399460	0.6639767	0.6941660	0.4669517	0.0001841	0.7111331	0.7516522	0.3696744	0.7535918	0.1427956	0.3955464	0.1255399	0.6592185	0.3893145	0.7389950	0.2525699	0.7000952	0.0542979	0.6461974	0.6153613	0.5553490	0.7032143	0.3974143	0.6400136	0.6592159	0.4409706	0.5488455	0.6378345	0.6526406	0.4251683	0.6797886	0.3326945	0.6633176	0.0719434	0.5100438
900	0.0953313	0.7208879	0.2708708	0.6995324	0.0303256	0.0509614	0.0511462	0.7334238	0.0428577	0.0023644	0.3311111	0.1186040	0.0110301	0.2035800	0.2960787	0.6533718	0.4144116	0.2885354	0.0100508	0.1754603	0.0485733	0.3958371	0.5646958	0.1121284	0.6997760	0.0425197	0.2573443	0.3551185	0.0366208	0.0024232	0.1474577	0.7264652	0.1151182	0.8097509	0.1550048	0.0003776	0.2466146	0.1201237	0.1210480	0.1002378	0.4184347	0.6622170	0.5222863	0.4724847	0.3029690	0.1461863	0.6128553	0.6749481	0.3642855	0.0002702	0.5951387	0.7387194	0.3470363	0.5981412	0.2797279	0.4562814	0.1582552	0.6431136	0.4093494	0.6361520	0.2406701	0.6733486	0.0545062	0.6065735	0.5915295	0.5511666	0.8769386	0.3886161	0.7527993	0.6461729	0.3994886	0.5339710	0.7021324	0.5530166	0.5558550	0.7057361	0.2402719	0.8409148	0.0409237	0.4231604
950	0.0872326	0.7949000	0.3267058	0.7314668	0.0280155	0.0908218	0.0434990	0.5780482	0.0550845	0.0008274	0.3359975	0.2469063	0.0115068	0.2513589	0.3562650	0.6866628	0.3437162	0.2674617	0.0123972	0.1572636	0.1767113	0.4177095	0.5700326	0.1819925	0.7508721	0.0542030	0.3619680	0.3231202	0.0246668	0.0160565	0.1377409	0.5591950	0.1420210	0.6712392	0.1004109	0.0009136	0.2492067	0.1765438	0.1803095	0.1963672	0.4288709	0.7346297	0.5360811	0.4815720	0.2496310	0.1320417	0.5650871	0.7165201	0.3555556	0.0004466	0.6348588	0.6885965	0.3291829	0.7466159	0.2206006	0.3276381	0.1787756	0.7188049	0.3331595	0.7121686	0.2635277	0.6609034	0.0633820	0.6860302	0.5100766	0.5223309	0.6436155	0.3337351	0.7254571	0.8407594	0.4748110	0.5369250	0.6704594	0.6114627	0.4648559	0.7690769	0.2643245	0.7060569	0.0605543	0.4906309
1000	0.0905843	0.6258944	0.3545052	0.6929486	0.0115571	0.0697809	0.0314795	0.7021452	0.0561555	0.0000015	0.3553303	0.2445760	0.0266600	0.2391719	0.4237107	0.5652366	0.3654288	0.3332612	0.0202755	0.1441984	0.1647691	0.2661389	0.5870728	0.1574372	0.6660404	0.0331311	0.3075610	0.2973973	0.0324339	0.0385967	0.2093623	0.5600100	0.1204379	0.6630236	0.1074962	0.0156596	0.2493908	0.1739360	0.1532238	0.2383136	0.3720872	0.7598899	0.4850679	0.4294169	0.3255062	0.1073439	0.7107081	0.6304921	0.3265633	0.0049071	0.6120996	0.7115226	0.2977652	0.6992748	0.2146255	0.3823295	0.2366115	0.5406929	0.3264793	0.6681625	0.2063987	0.6048819	0.0491174	0.5743861	0.5493376	0.6273711	0.7106914	0.4225862	0.7040577	0.7489779	0.4613393	0.6627712	0.5449711	0.5623816	0.3986861	0.7314275	0.3345417	0.6422683	0.0469732	0.3672174

