"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50
300	0.4953704	0.3807270	0.6422223	0.7155747	0.2939615	0.3191453	0.0451258	0.0747065	0.3782356	0.6673988	0.3894887	0.1635360	0.6669437	0.1729457	0.3102458	0.7245778	0.4907918	0.6494417	0.5916541	0.0642403	0.7222208	0.6653130	0.1406939	0.0167262	0.5867362	0.0890502	0.7764070	0.1754111	0.8123259	0.0081912	0.0827498	0.6158655	0.0127246	0.2251776	0.6722891	0.6766726	0.7062671	0.7430320	0.7724422	0.1948485	0.3543260	0.8043519	0.6129574	0.5227340	0.4932783	0.0133660	0.6152409	0.1268379	0.4788468	0.0701010
350	0.4700417	0.3847487	0.6578085	0.7281729	0.4352740	0.4174066	0.0663455	0.0555111	0.3223121	0.6940024	0.3600691	0.1930535	0.7034912	0.1511132	0.3160813	0.6314609	0.5009912	0.6829183	0.6801982	0.0506698	0.5945624	0.7043335	0.1626609	0.0144397	0.5598459	0.0977080	0.8733132	0.1827889	0.6694445	0.0099516	0.0366182	0.5748866	0.0213567	0.2450341	0.6929629	0.5658536	0.7486195	0.6589905	0.6757427	0.2545503	0.3586774	0.5739130	0.6563528	0.4291907	0.5280500	0.0208708	0.7277057	0.0801468	0.4048342	0.1179143
400	0.4450057	0.4360711	0.5812865	0.8510627	0.3810537	0.3493334	0.0335783	0.0924897	0.3259512	0.7149941	0.3766756	0.2328540	0.6848174	0.2111428	0.3445518	0.6769255	0.6402483	0.7519802	0.7899442	0.0273524	0.8704171	0.8011728	0.1259222	0.0094278	0.6102446	0.1763720	0.6183250	0.1905410	0.7041609	0.0089150	0.0347075	0.5554760	0.0157033	0.2684152	0.7446658	0.5087957	0.8328289	0.5262809	0.8048552	0.2090759	0.3167611	0.6494690	0.6248765	0.4677072	0.5066236	0.0158763	0.7961289	0.1059429	0.3226261	0.0627152
450	0.5090099	0.4987307	0.7304629	0.8876530	0.3018799	0.3832439	0.0475952	0.0551828	0.3904211	0.7384378	0.3481336	0.2511241	0.6046682	0.1696781	0.3372316	0.6615857	0.5268579	0.6776328	0.8699076	0.0424922	0.7066926	0.7554453	0.1417094	0.0193914	0.5026034	0.1208863	0.7276523	0.2305149	0.7494397	0.0183755	0.0215369	0.6129118	0.0066701	0.1939074	0.6415789	0.4450980	0.6560256	0.6949106	0.7546389	0.1906375	0.3601161	0.8036416	0.6637996	0.4756447	0.4876052	0.0110822	0.7262760	0.1236941	0.3526525	0.1454892
500	0.5293261	0.3552325	0.6521845	0.7845218	0.3065142	0.4163923	0.0314046	0.0802438	0.2830925	0.6492732	0.3340202	0.3097506	0.7243899	0.1451128	0.3714356	0.5866054	0.5380543	0.7147323	0.6815420	0.0279492	0.6529454	0.7159105	0.1633574	0.0120828	0.4698994	0.0847638	0.7980709	0.1396178	0.6491028	0.0277838	0.0237920	0.4881200	0.0086868	0.2411059	0.6816225	0.4916227	0.7623978	0.6986896	0.6911851	0.2181649	0.3224949	0.6099356	0.5830160	0.5018844	0.5484179	0.0139442	0.5938896	0.1225678	0.3388740	0.1265180
550	0.5798550	0.4076057	0.6458712	0.7218615	0.7380719	0.3986690	0.1073055	0.1140667	0.4729641	0.6102889	0.4183770	0.2272186	0.6901971	0.2407688	0.3574956	0.7163695	0.5863928	0.6595168	0.7058745	0.2617076	0.6762190	0.7523587	0.6145924	0.0336455	0.2592693	0.1585341	0.7629464	0.1646030	0.5768811	0.0143509	0.0329539	0.4584758	0.0860052	0.2345557	0.8086807	0.5512780	0.8512458	0.7933467	0.7324373	0.2309068	0.4018199	0.7089564	0.6692724	0.4847528	0.4779287	0.0150363	0.6102134	0.4833337	0.3694851	0.2130927
600	0.6766111	0.3864547	0.5399127	0.7352694	0.8160372	0.4060818	0.2234293	0.1090073	0.4565055	0.5591238	0.3057554	0.2712787	0.7098745	0.2735454	0.5095381	0.7516054	0.6429747	0.7884320	0.6493699	0.3218447	0.7350490	0.6753553	0.6774578	0.0605768	0.2043124	0.1312213	0.5675389	0.0927470	0.6851809	0.0136208	0.0328720	0.4520679	0.0764721	0.3257024	0.7819199	0.5371586	0.5970825	0.6484719	0.5765438	0.2024400	0.4308177	0.8424176	0.6757456	0.5117845	0.5075501	0.0085040	0.7544622	0.4354436	0.3126939	0.1638670
650	0.7498917	0.3852241	0.7832526	0.6868070	0.7583576	0.4100832	0.1097281	0.1167202	0.5394436	0.2558387	0.3160394	0.3714302	0.7644470	0.3580440	0.4799022	0.6729558	0.7913874	0.6859954	0.6530077	0.3054537	0.7131764	0.6102014	0.7655858	0.0621062	0.1995220	0.1059323	0.6531119	0.1174799	0.6201885	0.0108654	0.0252237	0.2751761	0.0720015	0.3414425	0.7457783	0.4549450	0.7413296	0.7780657	0.7106445	0.2618619	0.4463257	0.6799426	0.5689324	0.5159977	0.4762284	0.0097309	0.6270320	0.3692889	0.3553490	0.1874989
700	0.7067892	0.4585887	0.6083235	0.6021332	0.6866496	0.5203628	0.1578712	0.1006916	0.5947983	0.1678267	0.3469909	0.2995778	0.7569444	0.3160662	0.4447496	0.6492596	0.7052469	0.6606620	0.6298551	0.3178422	0.7149343	0.7001429	0.7694223	0.0423284	0.1594793	0.0897463	0.6727304	0.1505731	0.5814652	0.0161169	0.0552124	0.4590694	0.0919402	0.2947153	0.6675825	0.5332063	0.6461698	0.7398093	0.6865188	0.1966566	0.3834041	0.6200485	0.4907898	0.5559997	0.3978955	0.0077944	0.6627162	0.3558709	0.3715537	0.1638994
750	0.6461538	0.4224419	0.7476807	0.6705292	0.6523704	0.4520539	0.2156625	0.0593986	0.5763100	0.1310768	0.4654841	0.2674550	0.6845431	0.4468626	0.4428173	0.8982027	0.6856643	0.6785646	0.6895446	0.3146929	0.6553760	0.6763815	0.7402607	0.0219933	0.1544088	0.0863142	0.6784740	0.1668424	0.7827146	0.0114895	0.0120831	0.3867983	0.0940289	0.4031245	0.6295894	0.5140843	0.7312178	0.7446393	0.6955784	0.1606093	0.4283452	0.6359719	0.5333461	0.4892477	0.4408486	0.0116515	0.6800159	0.4381741	0.3729058	0.1190368
800	0.7241211	0.4753991	0.7243562	0.6815137	0.6724225	0.3891868	0.1477410	0.0436913	0.5688526	0.0881196	0.3456093	0.2539021	0.6527315	0.3917114	0.4879255	0.7701014	0.6198464	0.7179494	0.7464179	0.2880104	0.7490459	0.5704929	0.8935116	0.0409690	0.1569229	0.1265107	0.7192379	0.1727397	0.5474534	0.0190030	0.0093813	0.3602640	0.0525252	0.3584696	0.8848623	0.3858233	0.7378470	0.6761319	0.6846608	0.1621082	0.5451079	0.6798958	0.6610607	0.6081118	0.5419694	0.0108921	0.8018412	0.3947282	0.3196938	0.1741067
850	0.6539859	0.5402863	0.6558584	0.7511833	0.7485701	0.3109596	0.1781672	0.0838864	0.6002993	0.1010370	0.4199685	0.3043124	0.7528729	0.4464582	0.4894251	0.8012871	0.6126626	0.7390755	0.7539228	0.2938727	0.7246050	0.7115782	0.6439655	0.0467781	0.1641100	0.0777261	0.7282627	0.1920889	0.6258396	0.0103320	0.0246596	0.5231036	0.0750344	0.3627556	0.7184800	0.4519250	0.7002969	0.6324757	0.6380051	0.1900246	0.4690319	0.7783157	0.7204131	0.5842160	0.4316683	0.0115294	0.6486895	0.3846199	0.3142159	0.2379119
900	0.6797794	0.3574878	0.6585255	0.7183873	0.6433444	0.3914826	0.1400149	0.0678833	0.5692675	0.1449794	0.3453147	0.3673395	0.7199470	0.5474982	0.6281107	0.7831066	0.7000427	0.8071952	0.8774405	0.2632337	0.8167782	0.7425997	0.6829777	0.0152386	0.1982108	0.0589517	0.6985466	0.1718106	0.8355487	0.0057756	0.0455185	0.4142745	0.1124247	0.3767002	0.7912655	0.6803420	0.7097394	0.6082313	0.6605724	0.2289134	0.4593491	0.6661275	0.6129520	0.4558739	0.4816742	0.0165450	0.7459289	0.3638080	0.3554842	0.1934683
950	0.7461212	0.5147582	0.6496029	0.7820592	0.7746525	0.3887901	0.1621322	0.0744485	0.4270722	0.0908035	0.3189824	0.3436095	0.7589633	0.5500756	0.5212393	0.8470537	0.7031064	0.8242354	0.6457586	0.4099892	0.7297655	0.6713010	0.6524663	0.0421585	0.1642219	0.0988345	0.5919852	0.1812410	0.6317191	0.0311189	0.0245033	0.5509208	0.0557279	0.3548499	0.7291437	0.5656892	0.7855135	0.6141409	0.6230177	0.2241817	0.5731883	0.7544845	0.6607050	0.5239212	0.4042562	0.0158576	0.6823976	0.2560116	0.3512963	0.2610756
1000	0.6748826	0.5850158	0.5531171	0.7718443	0.7308332	0.3520020	0.1083850	0.0817884	0.5545793	0.0835728	0.3738856	0.3969097	0.6219919	0.4083370	0.4915806	0.6842493	0.6109023	0.7142861	0.7249603	0.3136179	0.6330761	0.6618346	0.7408367	0.0396247	0.1391880	0.1069103	0.7771006	0.1613366	0.6219624	0.0155953	0.0287236	0.3548243	0.0920628	0.4329001	0.7469927	0.4289894	0.7602788	0.6831616	0.7479613	0.3582058	0.6358538	0.8170523	0.5542485	0.5436286	0.4525264	0.0114003	0.6899542	0.3136131	0.4490541	0.2502242

0	0.7160421	0.4215822	0.6636544	0.6807254	0.7064844	0.4334605	0.1579077	0.0693801	0.5073603	0.1589514	0.4623076	0.4141887	0.6907701	0.3486013	0.4613065	0.7508214	0.8213554	0.5981434	0.7127710	0.3191800	0.7853602	0.6513700	0.6617479	0.0473615	0.1479904	0.1815587	0.6914494	0.1995439	0.6605861	0.0173809	0.0423908	0.3916971	0.1198076	0.3749690	0.8347971	0.4124038	0.6507666	0.8249832	0.7135240	0.1755686	0.6114280	0.6345868	0.6867483	0.6228771	0.3442730	0.0112442	0.6802312	0.3372898	0.4166949	0.1692398
50	0.7526367	0.4105818	0.6507777	0.2568775	0.6747906	0.3061340	0.1253533	0.0457336	0.5291227	0.1390585	0.2583895	0.3886680	0.4180838	0.3485015	0.5354351	0.7660119	0.3949503	0.7066772	0.7652251	0.3738430	0.6618093	0.5935537	0.6634683	0.0238271	0.1532855	0.1683371	0.5122256	0.1679649	0.5537006	0.1029836	0.4547145	0.3586041	0.0686737	0.2940114	0.6620832	0.4139478	0.7061755	0.6922080	0.7555403	0.1180278	0.6082941	0.8021936	0.4766511	0.5328272	0.4398515	0.0087825	0.6689564	0.1682278	0.2731081	0.0676424
100	0.7625543	0.5020076	0.5717605	0.1805307	0.6437572	0.2489079	0.1612446	0.0168018	0.3937671	0.1387541	0.3257799	0.2708775	0.2812762	0.4467434	0.4764628	0.7700421	0.3397739	0.7350040	0.8382745	0.3537629	0.7667029	0.6334283	0.6639020	0.0401024	0.2069258	0.1998836	0.6374896	0.3898165	0.7337663	0.1433046	0.5467534	0.4631118	0.1002234	0.3193054	0.8800102	0.4301470	0.6903998	0.7154015	0.6405452	0.1705798	0.5731098	0.6533589	0.6233019	0.4581496	0.4550456	0.0187606	0.8677842	0.0773274	0.3789570	0.0554988
150	0.6090647	0.3930067	0.4940272	0.1010077	0.6464724	0.1984725	0.3520757	0.0290100	0.3674817	0.1592530	0.3590469	0.2619353	0.2396563	0.4206697	0.5319138	0.7225243	0.3487977	0.7396126	0.6544360	0.3776649	0.7068259	0.5877684	0.6646320	0.0412995	0.1816199	0.3235266	0.5464787	0.2965014	0.6830591	0.2120510	0.6698751	0.5783170	0.0675839	0.3329532	0.7502710	0.4889532	0.6250335	0.7206764	0.6958279	0.1952715	0.6135337	0.7271092	0.6778626	0.4692821	0.3576870	0.0038035	0.6499880	0.0797172	0.3489758	0.0507888
200	0.5932820	0.4102726	0.5277927	0.1146350	0.8362961	0.0936710	0.3520190	0.0438198	0.4020172	0.1264505	0.3910415	0.3770852	0.2018870	0.4164448	0.5421796	0.6232020	0.2239063	0.7038297	0.7837965	0.2664759	0.6710262	0.5461726	0.6307857	0.0254521	0.1969931	0.2462582	0.5328890	0.4929316	0.6582148	0.2021148	0.5494083	0.3720121	0.0821232	0.2636303	0.6389655	0.6085361	0.6728955	0.6302537	0.7078410	0.1860372	0.5154108	0.7092241	0.7094398	0.5552385	0.5252693	0.0206117	0.7137040	0.0569847	0.3338270	0.0659921
250	0.7430817	0.3635054	0.5655503	0.1175658	0.6764395	0.0566321	0.4172184	0.0178143	0.4006557	0.1280252	0.3484593	0.3084779	0.2012695	0.3675026	0.5588473	0.7326368	0.2528460	0.6900130	0.7443876	0.3019627	0.7031483	0.6555797	0.5954844	0.0674080	0.2110506	0.2295030	0.6204121	0.5997990	0.7013093	0.1929990	0.6025171	0.4385506	0.0660806	0.2798197	0.6682414	0.5742229	0.6918063	0.6587818	0.6582140	0.1694557	0.5602217	0.6694958	0.6739265	0.4999944	0.3621441	0.0043106	0.6906275	0.0768199	0.3695275	0.0245677
300	0.7174456	0.3490276	0.6404497	0.0440855	0.6874204	0.0880546	0.3622484	0.0160607	0.4554193	0.1024317	0.3404480	0.3520284	0.1875807	0.5016273	0.5515226	0.7171290	0.2752646	0.6973846	0.7317611	0.3388534	0.7221427	0.7258045	0.6238343	0.0246264	0.1423841	0.1720514	0.6173083	0.4567181	0.7052000	0.2267668	0.5695034	0.3235741	0.0572839	0.2728789	0.7751506	0.6067475	0.6994782	0.7335651	0.8068321	0.2095742	0.4899515	0.7488729	0.5806794	0.4825271	0.3762798	0.0142205	0.6088325	0.1130490	0.3865755	0.0231773
350	0.7112110	0.3332080	0.6098152	0.0761266	0.6196981	0.0724158	0.3347419	0.0191367	0.3661672	0.1386350	0.3135550	0.2964114	0.2797206	0.5976504	0.4796071	0.6993467	0.2884582	0.7713527	0.8701390	0.2884596	0.6614774	0.6794022	0.6041239	0.0234527	0.1329778	0.2593151	0.7140742	0.4451401	0.6435975	0.1826311	0.5558301	0.3606549	0.0876799	0.2366453	0.6859240	0.5391382	0.7928093	0.7261795	0.6848384	0.2719374	0.4910299	0.6956963	0.7881581	0.4369923	0.4118158	0.0111360	0.7836052	0.1189005	0.4045225	0.0502904
400	0.7107784	0.3670941	0.6314413	0.0996746	0.6617298	0.0408103	0.4835445	0.0173991	0.4422536	0.1253254	0.3325301	0.3172524	0.2460785	0.4008032	0.5332257	0.8135002	0.2241032	0.6971517	0.7823893	0.3324386	0.7320100	0.6114058	0.6730407	0.0421497	0.1289800	0.2339650	0.6406132	0.4644100	0.6610956	0.1573491	0.6379189	0.4511703	0.0483931	0.3393216	0.7840670	0.4755208	0.6832005	0.6236975	0.6563791	0.2731852	0.5256892	0.8735322	0.5529200	0.4460102	0.4558850	0.0041185	0.7267182	0.1117009	0.2521973	0.0517775
450	0.6332063	0.2537019	0.5431054	0.0780388	0.7095245	0.0481302	0.4643084	0.0254104	0.3282091	0.0991533	0.3401438	0.4061774	0.2196094	0.4977666	0.5312671	0.6583601	0.2557108	0.6044364	0.7107666	0.2935002	0.5321513	0.7101052	0.6426023	0.0141983	0.1863629	0.2424430	0.7161367	0.5276005	0.6809398	0.2206954	0.6734199	0.3796952	0.0879995	0.3430924	0.7935678	0.4793796	0.6207616	0.6786964	0.7373906	0.1972292	0.6172220	0.5863417	0.5844597	0.4708243	0.4209173	0.0091480	0.6797363	0.0984515	0.4282796	0.0266576
500	0.6474154	0.2296151	0.5812115	0.0829724	0.7010523	0.0954014	0.4296832	0.0217136	0.5117880	0.1245926	0.3414919	0.3426304	0.2022470	0.4091002	0.4707370	0.7447485	0.3658913	0.7349864	0.7258823	0.3528616	0.6651436	0.6007023	0.5869250	0.0545022	0.1385857	0.2113033	0.5678446	0.4302377	0.7166488	0.2211196	0.5658082	0.4305136	0.1163335	0.3431900	0.7748773	0.5335656	0.7106127	0.6176718	0.7605465	0.2285597	0.4464025	0.7027044	0.5985975	0.5304679	0.4950842	0.0130073	0.7129277	0.0887409	0.3930353	0.0588791
550	0.5174160	0.3129341	0.5420705	0.4417597	0.7101700	0.1651506	0.5603947	0.0878809	0.5175197	0.1393622	0.3910560	0.2501505	0.4944038	0.3162307	0.4638793	0.6038681	0.5017862	0.6079960	0.7627481	0.4373989	0.6457474	0.6110384	0.6210523	0.0586817	0.1103840	0.1706922	0.7101974	0.3586219	0.7189264	0.0796838	0.2728616	0.4176460	0.0735382	0.4287379	0.7013352	0.4697331	0.7295684	0.7510932	0.6820109	0.2703214	0.4806112	0.6932152	0.7447678	0.5810874	0.4128821	0.0106805	0.6384414	0.2646278	0.3531889	0.1310331
600	0.7253872	0.4565809	0.5025794	0.5656962	0.7867823	0.2532145	0.3526814	0.0263272	0.4204784	0.0981567	0.2918850	0.2910054	0.6854937	0.4884984	0.4430632	0.6841775	0.6641838	0.7141851	0.6956392	0.3165114	0.7905875	0.6360144	0.6817409	0.0457505	0.2080001	0.1532480	0.6265131	0.3827376	0.7014665	0.0750212	0.0885508	0.4876109	0.0889944	0.4669167	0.6550841	0.4559462	0.5331886	0.6824698	0.6156215	0.2290238	0.5579886	0.6260853	0.6776960	0.4513349	0.4239433	0.0044660	0.7904277	0.3737158	0.4272600	0.1334267
650	0.6635221	0.4854776	0.5706161	0.6036979	0.6534802	0.3630904	0.3010995	0.0715199	0.4604780	0.1200958	0.2863597	0.3535176	0.7457930	0.4581240	0.4538041	0.7815633	0.7786418	0.7486080	0.6071653	0.4532298	0.8422698	0.5595647	0.6589848	0.0184442	0.1296945	0.1346394	0.7698896	0.2587996	0.7054806	0.0277502	0.0710804	0.3221586	0.0447703	0.2452140	0.7269978	0.4776475	0.6975120	0.7796044	0.6883831	0.2889175	0.4307641	0.8673219	0.6758391	0.4016318	0.4225873	0.0217992	0.7728932	0.3276395	0.4829093	0.1773462
700	0.9047075	0.4333299	0.6123056	0.7393011	0.6805525	0.3406279	0.2160792	0.1090831	0.4807994	0.1676830	0.4259028	0.3252703	0.6875761	0.3397466	0.4783156	0.6081951	0.6371587	0.8211541	0.7615166	0.3667683	0.7035772	0.8337403	0.7046028	0.0344640	0.1964977	0.1113698	0.5842655	0.2448534	0.7016210	0.0068946	0.0261288	0.3933975	0.0486331	0.3134203	0.7028841	0.4948970	0.6383560	0.7093487	0.7611474	0.1993778	0.5631727	0.5815169	0.7302378	0.3728392	0.4843663	0.0093639	0.7594317	0.4309535	0.5554640	0.1373142
750	0.7416828	0.5259941	0.5721697	0.7234146	0.5943009	0.4080142	0.1408524	0.0763219	0.5535911	0.2382939	0.3398343	0.2772701	0.6328766	0.4289701	0.4387204	0.6819115	0.6140727	0.8025392	0.7293559	0.4121542	0.7483366	0.5769362	0.7376710	0.0363279	0.1871319	0.1283713	0.6053926	0.1437777	0.8159012	0.0177612	0.0394143	0.4429001	0.0984447	0.4163790	0.6060826	0.4646801	0.7089704	0.6362713	0.6652849	0.2392911	0.4773839	0.6543775	0.5347491	0.3784638	0.3201538	0.0135954	0.6593857	0.3483204	0.4183546	0.1654079
800	0.8950883	0.3338065	0.5809374	0.7766768	0.6332722	0.4354634	0.1618274	0.0410138	0.5536799	0.1961807	0.3143932	0.4261886	0.6899406	0.3134797	0.5111067	0.7264900	0.5950058	0.7123552	0.8039317	0.3218155	0.6899048	0.6589101	0.8236404	0.0466826	0.1256555	0.0614175	0.7586886	0.2178353	0.6942853	0.0389306	0.0454861	0.3741927	0.0866033	0.4576632	0.7421307	0.4826712	0.7665721	0.6169337	0.7391477	0.2319607	0.5093320	0.8314461	0.7054753	0.4410890	0.3753706	0.0070933	0.7043282	0.4625426	0.3625002	0.1454002
850	0.7085582	0.5946083	0.6227218	0.6143814	0.8098876	0.3634010	0.1676853	0.0441260	0.6411269	0.1699117	0.4270127	0.3890549	0.6793594	0.3392846	0.5252551	0.8145858	0.7594059	0.5766261	0.7411873	0.2919264	0.7512345	0.7153795	0.7758220	0.0426785	0.1928393	0.0947190	0.5992761	0.1573709	0.8914787	0.0131074	0.0524416	0.4492198	0.0952272	0.3527711	0.6416756	0.4497296	0.6841163	0.8217001	0.6948622	0.1883253	0.4973462	0.7141277	0.6043230	0.3372782	0.4534849	0.0226463	0.6538352	0.4557561	0.3894699	0.2259949
900	0.6762820	0.5099613	0.7093329	0.6970222	0.6973595	0.3880259	0.1960530	0.0436991	0.4256382	0.1374030	0.3075373	0.2845169	0.6720443	0.3718208	0.4979343	0.6253670	0.6495090	0.7259627	0.7915247	0.2643177	0.6371072	0.6109201	0.7842355	0.0456193	0.1659709	0.1607231	0.5805829	0.1943133	0.6152806	0.0246715	0.0673199	0.4517173	0.0875866	0.4906132	0.5787782	0.4151708	0.7319979	0.6072501	0.6945449	0.1638962	0.6300142	0.7040681	0.5732877	0.4473788	0.3278495	0.0103820	0.6662956	0.3508127	0.3878296	0.1932754
950	0.8237025	0.5203641	0.7401664	0.7221330	0.7466590	0.3996618	0.1261313	0.1259865	0.5324667	0.0508155	0.2798394	0.4089641	0.7406103	0.3432231	0.4807147	0.6825845	0.7241635	0.6365471	0.8545960	0.2876723	0.6394680	0.6639892	0.6552751	0.0457494	0.1252734	0.1466470	0.6892761	0.1790608	0.7184168	0.0223659	0.0158510	0.4681821	0.0708255	0.3519942	0.6298689	0.4860057	0.6154890	0.6276821	0.6133865	0.2493398	0.5432196	0.6957687	0.6162027	0.5453413	0.4298708	0.0126726	0.7594389	0.3171803	0.4193425	0.1716801
1000	0.7035926	0.5196361	0.6866741	0.7552481	0.6984205	0.4227923	0.1428315	0.0657523	0.5050614	0.1060612	0.3448913	0.2678861	0.6456289	0.3623255	0.5948221	0.7345963	0.6819096	0.6839576	0.7312682	0.3153646	0.7368730	0.6735905	0.6784495	0.0373534	0.1477404	0.0686774	0.6501285	0.1990584	0.7433530	0.0263935	0.0800321	0.4342923	0.0780691	0.3766966	0.6776644	0.4279177	0.7081926	0.6299037	0.6553686	0.2058714	0.6367787	0.6535613	0.6071774	0.4866361	0.4463143	0.0089472	0.9262145	0.2699001	0.3791956	0.2092625

0	0.6980662	0.3938344	0.6999897	0.6321250	0.7751323	0.3238691	0.1799448	0.0522265	0.5319669	0.1679101	0.5030110	0.4020782	0.6484632	0.4429180	0.5503128	0.7470962	0.7775548	0.6718334	0.7740381	0.2819296	0.6673365	0.7575789	0.7658579	0.0335181	0.1733799	0.1545403	0.6644273	0.2468268	0.5422469	0.0137281	0.0297323	0.4511714	0.1346343	0.3408794	0.7143880	0.4909549	0.7533967	0.6897096	0.7927909	0.1395896	0.5931589	0.8250881	0.6751040	0.5001653	0.4009901	0.0057075	0.7891470	0.2596630	0.3096606	0.2047132
50	0.3297247	0.3888596	0.5703657	0.4705252	0.7200431	0.3161106	0.0820603	0.0468613	0.5265188	0.0652030	0.4228181	0.3826405	0.7296634	0.4983877	0.4669419	0.7249331	0.4699099	0.7397258	0.7150505	0.2457684	0.6646298	0.5850827	0.6542653	0.0455440	0.1508378	0.1008034	0.5929193	0.2313569	0.6561096	0.0130108	0.0659656	0.5222662	0.0197618	0.1848347	0.7269854	0.4939563	0.6997740	0.7027763	0.7776656	0.2216211	0.5775900	0.7317178	0.5817949	0.4232838	0.4536765	0.0027353	0.7338278	0.2541750	0.3628422	0.1648164
100	0.2666437	0.3917226	0.6115113	0.2904373	0.8042720	0.2670515	0.1138006	0.0668313	0.5733849	0.0384894	0.3804035	0.4486196	0.6562154	0.5284131	0.4141672	0.7335115	0.4774300	0.7292000	0.6808074	0.3324682	0.6408491	0.5705719	0.5438297	0.0478942	0.1853016	0.0820943	0.4635969	0.2354858	0.5967266	0.0173548	0.0305778	0.4528579	0.0098518	0.1257939	0.7653194	0.5627698	0.7717686	0.6145018	0.7019789	0.2589642	0.5227093	0.7113172	0.6238205	0.5796810	0.5742698	0.0003568	0.8261360	0.3568806	0.3735421	0.1462092
150	0.1920324	0.3980598	0.5295133	0.2195071	0.6355608	0.2665793	0.1433701	0.0459980	0.4260173	0.0582719	0.2582513	0.3502495	0.6375879	0.4258622	0.2764566	0.6580275	0.5332130	0.7804317	0.8215412	0.3861211	0.7470022	0.6528894	0.6805728	0.0186181	0.1478728	0.1255801	0.5547344	0.1929537	0.5082283	0.0136514	0.0582323	0.4464566	0.0018159	0.1786249	0.7277841	0.4635810	0.6595786	0.7894239	0.6383619	0.1802659	0.4881948	0.5782986	0.5435226	0.4252873	0.4640259	0.0014731	0.7104157	0.3734253	0.3190820	0.1748512
200	0.2222033	0.4423289	0.5966336	0.2406674	0.6458852	0.2517460	0.2692997	0.0239729	0.3772243	0.0559773	0.4025479	0.4695802	0.5990757	0.3785414	0.0984732	0.6953650	0.4583319	0.7616410	0.6336774	0.3100384	0.7365242	0.7026525	0.7295437	0.0283375	0.1589278	0.0792606	0.6482734	0.2067743	0.4292947	0.0218820	0.0357433	0.4564351	0.0058412	0.1689496	0.7132327	0.4699107	0.6738248	0.7449490	0.6853728	0.1798126	0.5116254	0.6169714	0.5880670	0.4848892	0.4454365	0.0005980	0.7700551	0.3169894	0.3309919	0.1969600
250	0.1628374	0.3124131	0.5093517	0.2321084	0.7094131	0.2134904	0.2528827	0.0688219	0.5161558	0.0834229	0.5301283	0.4500790	0.5696657	0.5423994	0.0950624	0.8156039	0.4513067	0.7908623	0.6378055	0.2874518	0.7211283	0.6713783	0.5866952	0.0348082	0.1798454	0.1541719	0.5864924	0.2159565	0.2726390	0.0139425	0.0553280	0.3905115	0.0020338	0.1104416	0.6998140	0.5257842	0.7152947	0.7211182	0.7688856	0.1884080	0.4572173	0.7773000	0.6260839	0.3816733	0.4762814	0.0000014	0.8045790	0.3788245	0.4574003	0.1504932
300	0.1288560	0.3754317	0.5356947	0.2235876	0.6464388	0.1865146	0.3399836	0.0930216	0.5027705	0.0856345	0.3423276	0.4547863	0.7024693	0.5345377	0.0918835	0.7211161	0.4234073	0.7428542	0.6428548	0.4324435	0.5728000	0.6372280	0.8324879	0.0261345	0.2302721	0.1412699	0.6301046	0.2800227	0.2375636	0.0192502	0.0261884	0.3965937	0.0157236	0.1375483	0.7940740	0.4952010	0.7850962	0.8139653	0.6349421	0.2010609	0.5591906	0.7197375	0.5263954	0.4475458	0.4818638	0.0000000	0.7422925	0.2760569	0.4127285	0.2892727
350	0.1442618	0.3106366	0.5223683	0.2320147	0.6312635	0.1584409	0.2296197	0.0514711	0.4802969	0.0127032	0.3388635	0.3607470	0.5132552	0.4891690	0.0770256	0.8308099	0.4263614	0.8416447	0.6289840	0.3423548	0.6707522	0.6544060	0.6744933	0.0377556	0.1340701	0.1775053	0.4917889	0.3171336	0.1714223	0.0091698	0.0395527	0.3415347	0.0068271	0.1584893	0.6778866	0.4999017	0.7496326	0.7710093	0.5604538	0.1734388	0.5185761	0.6738052	0.6142883	0.4853273	0.4985303	0.0000012	0.6835068	0.3619378	0.4043201	0.2127473
400	0.1307463	0.2855249	0.4670352	0.1981812	0.6898464	0.1833419	0.2670730	0.0534119	0.5562192	0.0404786	0.3432747	0.4350692	0.7249645	0.3989133	0.0245254	0.8387087	0.4359669	0.5772789	0.6804673	0.2682158	0.7164441	0.7061286	0.6714253	0.0373458	0.1729143	0.1144554	0.5239565	0.2319442	0.2158324	0.0111539	0.0231124	0.3819655	0.0018661	0.2333830	0.6109892	0.6189587	0.6742574	0.7063216	0.6789118	0.2306818	0.4979174	0.8030836	0.5994565	0.5183295	0.5127191	0.0000791	0.6347497	0.3900020	0.3737802	0.2108043
