"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160	G161	G162	G163	G164	G165	G166	G167	G168	G169	G170	G171	G172	G173	G174	G175	G176	G177	G178	G179	G180	G181	G182	G183	G184	G185	G186	G187	G188	G189	G190	G191	G192	G193	G194	G195	G196	G197	G198	G199	G200
400	0.2552979	0.2066078	0.0719464	0.4199656	0.4106685	0.2837775	0.7120339	0.5331603	0.2285872	0.3871747	0.0027952	0.5813298	0.5836467	0.3323746	0.2546372	0.0356284	0.6156232	0.3981130	0.3268467	0.3369684	0.0620712	0.7757144	0.6571788	0.6279341	0.0985537	0.5260042	0.1729977	0.4688674	0.0312739	0.0088423	0.4089916	0.2211191	0.5997960	0.0075377	0.0932867	0.4264455	0.4157083	0.4129963	0.0077389	0.5246861	0.1710550	0.5446376	0.2812513	0.0672741	0.2473970	0.5936862	0.2832692	0.6229203	0.0357009	0.2343478	0.0208737	0.7424912	0.2309639	0.0003560	0.5376690	0.3619760	0.5029495	0.5949396	0.5860199	0.3208079	0.5228253	0.5122307	0.4154251	0.7746124	0.5654741	0.5538551	0.7988692	0.4234166	0.3132050	0.0905596	0.2794956	0.4623578	0.2019804	0.5930976	0.1768592	0.5420867	0.0628307	0.6166625	0.2174052	0.3291924	0.5459241	0.5444803	0.0535958	0.1091156	0.7141861	0.2906753	0.5842383	0.3610588	0.0176723	0.0663682	0.6658550	0.6109489	0.3474107	0.0390870	0.4189018	0.1638035	0.4355867	0.3038016	0.2198952	0.5939071	0.0001177	0.0969207	0.4941551	0.4069879	0.4510433	0.4727514	0.0813481	0.0003727	0.3454574	0.4764393	0.3370919	0.6316121	0.6453262	0.0941559	0.3957379	0.0000220	0.4537341	0.0388613	0.2275936	0.7092390	0.7538971	0.0124388	0.0733404	0.5524077	0.2662619	0.5509582	0.0141261	0.0790879	0.6614011	0.5735053	0.0995950	0.1482052	0.0825687	0.5193973	0.5017672	0.5625776	0.1070961	0.6750853	0.5735923	0.5143940	0.0191312	0.5019203	0.4245983	0.0343026	0.3104252	0.2420079	0.4438085	0.0907310	0.6413996	0.2038816	0.4395136	0.6821023	0.2808266	0.0803818	0.3129513	0.4978002	0.6904500	0.5244459	0.3036623	0.1258807	0.0046813	0.2023859	0.1285806	0.5311631	0.3886998	0.3924258	0.0218393	0.7180115	0.3476537	0.0241656	0.2622340	0.6027413	0.1473960	0.7298364	0.1643432	0.6947988	0.6944522	0.2319136	0.2676307	0.2233167	0.5280437	0.1932533	0.3248684	0.6485672	0.2801795	0.5742675	0.1746864	0.4112818	0.0773791	0.2379664	0.3267307	0.0648565	0.1690953	0.3929013	0.7556927	0.5874252	0.4941803	0.2291704	0.0163039	0.3718512
450	0.1378130	0.2240432	0.0678302	0.3765353	0.4380460	0.3012585	0.5713034	0.5109403	0.2144363	0.4869236	0.0004076	0.7304497	0.4269340	0.3517796	0.1550647	0.0313958	0.6500588	0.4211002	0.2996457	0.2965015	0.0479225	0.6001897	0.7260230	0.6334073	0.0594891	0.5985208	0.1822531	0.3813752	0.0167138	0.0006617	0.3811538	0.1611541	0.5404323	0.0129923	0.0909536	0.4224521	0.5550590	0.3893024	0.0127763	0.4177252	0.1973179	0.5298298	0.2238416	0.1102936	0.4523441	0.4351565	0.2286501	0.7397327	0.0397475	0.2770808	0.0353459	0.6993761	0.2399094	0.0023531	0.5636097	0.3840585	0.7323590	0.6525422	0.6723212	0.3805723	0.5729268	0.4313183	0.3326734	0.7345899	0.5684513	0.5489779	0.7013085	0.4070871	0.2713122	0.0499353	0.1927509	0.4074612	0.2034002	0.6729576	0.3146297	0.5966463	0.0429386	0.8466466	0.2152070	0.3204199	0.5900971	0.5126065	0.0329742	0.0626690	0.6854710	0.1838720	0.5642681	0.4658085	0.0156125	0.1337085	0.6451820	0.6555836	0.4292684	0.0534526	0.5852390	0.2033860	0.4743833	0.3928590	0.2156061	0.5485932	0.0006723	0.0591530	0.6318769	0.4541107	0.5225267	0.4518405	0.0860759	0.0004829	0.4359978	0.5160118	0.3546588	0.7520056	0.5467260	0.0783876	0.4026008	0.0034654	0.4099508	0.0183729	0.2811119	0.7117976	0.6136494	0.0081104	0.0474731	0.6761205	0.1861375	0.6024194	0.0257292	0.0553532	0.7343958	0.5030280	0.0960363	0.2147767	0.0956828	0.5434130	0.6543054	0.5722540	0.1195174	0.6696717	0.7157373	0.5241837	0.0092467	0.5170639	0.5311104	0.0456161	0.3200209	0.3579875	0.3150674	0.0775247	0.6887957	0.1123550	0.4240719	0.6564573	0.2272316	0.0890352	0.3153353	0.4764763	0.6462649	0.5233465	0.2360128	0.1249713	0.0059362	0.2064845	0.1080115	0.6512122	0.4502370	0.4096550	0.0181736	0.6296752	0.3468009	0.0184180	0.2421362	0.6196698	0.1246816	0.6513608	0.2422671	0.6886033	0.6709100	0.1891536	0.3075989	0.1668315	0.5560210	0.1694706	0.3913802	0.6938652	0.4329375	0.6089858	0.1077087	0.4342905	0.0467152	0.2038127	0.3490734	0.0931029	0.1862436	0.3893795	0.6770179	0.5894237	0.4169925	0.1602462	0.0172621	0.3015194
500	0.2050915	0.1764014	0.0694333	0.4957028	0.4893465	0.3308835	0.6624707	0.5479127	0.1630519	0.4086018	0.0004548	0.6301212	0.4957847	0.3660929	0.1437751	0.0475914	0.5756754	0.3615633	0.3051786	0.2885978	0.1006014	0.7094979	0.6539332	0.4958770	0.0956998	0.5019384	0.2572821	0.4467519	0.0330753	0.0116251	0.4760005	0.2585097	0.5594161	0.0067250	0.0742456	0.5030257	0.4882460	0.4812790	0.0002096	0.5395033	0.1437559	0.5338837	0.2958214	0.0905536	0.3350097	0.5485928	0.3154324	0.8338047	0.0611525	0.2470241	0.0185135	0.7490048	0.2150184	0.0005960	0.4620926	0.3470752	0.5530606	0.6353178	0.6196734	0.4460024	0.4716861	0.4140133	0.4070748	0.7117810	0.5564682	0.5536866	0.5730391	0.4449558	0.3384651	0.0618908	0.3125731	0.4151765	0.2598768	0.7468448	0.2012145	0.5642719	0.0600400	0.5638431	0.1588442	0.4005625	0.6216520	0.5836563	0.0558186	0.0940226	0.6987896	0.2443598	0.4716041	0.3406626	0.0089597	0.1171321	0.7164999	0.5058602	0.3093098	0.0311202	0.4963946	0.1344733	0.4506805	0.3838935	0.2630088	0.7146500	0.0014784	0.0754780	0.6213361	0.3510644	0.4393888	0.4519111	0.0772510	0.0007927	0.3631058	0.4872742	0.3612553	0.6427063	0.5955783	0.0759487	0.4500675	0.0053843	0.4198020	0.0514279	0.2416015	0.6478102	0.5560472	0.0075785	0.0774339	0.7705132	0.1750722	0.5839833	0.0191881	0.0625346	0.6614949	0.5861173	0.1327862	0.2032158	0.0807139	0.5484615	0.6161972	0.6331799	0.1296201	0.6221500	0.6069736	0.4398077	0.0066731	0.4334406	0.5908801	0.0509082	0.2197115	0.1838240	0.3805434	0.0821154	0.6218511	0.1776023	0.5323557	0.7088402	0.2869891	0.0719014	0.3601910	0.5161808	0.6365417	0.5352673	0.2649319	0.1530435	0.0174983	0.2161049	0.1188435	0.5283908	0.4239192	0.3553251	0.0220690	0.6260987	0.4673128	0.0215394	0.2406902	0.5076134	0.1150972	0.7080294	0.1919593	0.8311067	0.6922568	0.1946831	0.2961744	0.1411302	0.4602958	0.1868411	0.3259411	0.6354794	0.3843686	0.6469714	0.1226951	0.4931205	0.0482427	0.2392777	0.3598876	0.0560604	0.2515681	0.4390387	0.7090413	0.6177607	0.4743474	0.3545450	0.0518635	0.3758974
550	0.2305169	0.5537324	0.0644232	0.6177417	0.4588002	0.4622266	0.5332899	0.5056858	0.2155312	0.5676995	0.0500152	0.5671047	0.5348183	0.3372263	0.1841971	0.0915780	0.6772024	0.4236889	0.3161759	0.3656015	0.0919309	0.6804717	0.6537666	0.5752893	0.1631029	0.4879730	0.2041731	0.5495992	0.0274985	0.1465873	0.4511853	0.3529514	0.6050875	0.0128365	0.1444156	0.5357767	0.5523357	0.3974954	0.0033537	0.3679259	0.6684242	0.6230101	0.2414259	0.1284385	0.4215830	0.3543319	0.3333394	0.8429858	0.0666968	0.2624445	0.0334717	0.7036465	0.3677061	0.0002278	0.5087797	0.4148086	0.6555232	0.4582046	0.8133816	0.2790520	0.2897820	0.5281866	0.5010076	0.5871387	0.6669364	0.5289924	0.5041508	0.3536802	0.2488061	0.2302149	0.1378168	0.6527773	0.2744677	0.6899914	0.2124056	0.5168139	0.0998123	0.5956995	0.1284079	0.3356119	0.5470718	0.4912255	0.0718730	0.4479261	0.6925905	0.3340950	0.5119643	0.4198951	0.0134616	0.0404356	0.6820679	0.5262610	0.3542019	0.3138706	0.5984412	0.2331908	0.4879968	0.3487537	0.3157870	0.4685371	0.0059317	0.1300842	0.5858204	0.3868568	0.5010775	0.4008049	0.3462663	0.0025556	0.3405391	0.5844291	0.2404279	0.6655323	0.6691826	0.0680512	0.5574620	0.0496785	0.4478126	0.0237248	0.2280765	0.6003486	0.3913278	0.0198102	0.0724312	0.6853898	0.1015431	0.5543768	0.0300856	0.4026464	0.7740361	0.4512437	0.0920241	0.1957168	0.0844843	0.5991777	0.3291437	0.5534769	0.1757148	0.7150631	0.7521393	0.6316742	0.3935819	0.4848799	0.4773918	0.0392300	0.2471461	0.1398570	0.4559319	0.0865987	0.7010290	0.2604394	0.4669937	0.7183328	0.2690025	0.2447939	0.2695983	0.3983394	0.6936377	0.4638286	0.3600438	0.1899474	0.1178363	0.2615217	0.3323256	0.5995930	0.4037347	0.4994091	0.0229522	0.6468461	0.3790959	0.2242110	0.2431766	0.7317413	0.1440764	0.8247713	0.2206037	0.6680237	0.6512358	0.1007582	0.1938735	0.1343234	0.5020937	0.2154661	0.4009369	0.5654953	0.2980812	0.6999499	0.1613373	0.4254428	0.0670412	0.2134996	0.5634465	0.0859376	0.2024531	0.2664694	0.6174446	0.6182787	0.4779697	0.1308076	0.0379109	0.3984467
600	0.4520539	0.6601937	0.0970628	0.5486337	0.4893704	0.4500849	0.4583952	0.5164000	0.3460020	0.4202959	0.0581843	0.5944018	0.5517365	0.3715254	0.1280911	0.0590561	0.5530283	0.3892061	0.3846579	0.4229824	0.0547239	0.6383158	0.7009470	0.5225477	0.4784148	0.4614318	0.2105155	0.4282916	0.0412553	0.1812674	0.4473041	0.4194581	0.4907916	0.0313479	0.2483169	0.3217900	0.5416291	0.4225402	0.0037327	0.2655848	0.7028861	0.6146746	0.3814891	0.1721467	0.2910134	0.2421048	0.3226531	0.7074505	0.0664229	0.2569313	0.0605095	0.6872275	0.4118573	0.0000000	0.4620409	0.4374668	0.4948212	0.2923992	0.6949391	0.3825805	0.2182039	0.4783177	0.3315494	0.6695508	0.7212737	0.4853615	0.4053147	0.1193118	0.3338577	0.4162125	0.0791311	0.5793844	0.3383963	0.8379473	0.1813007	0.6805094	0.0623840	0.6770724	0.1666111	0.3804130	0.6487950	0.4874837	0.2573534	0.5466496	0.6255161	0.2491735	0.6564573	0.4381884	0.0151731	0.0746932	0.5585903	0.4707938	0.3110176	0.4337417	0.5186385	0.2706229	0.5477798	0.2462753	0.2893396	0.2770555	0.0182054	0.1219557	0.7111844	0.3866243	0.4712904	0.1852864	0.4785496	0.0136248	0.1708396	0.6628947	0.2111907	0.7485477	0.6257341	0.0986962	0.7382484	0.0196630	0.5578451	0.0182327	0.1923027	0.6797541	0.3525106	0.0249814	0.0817271	0.6947373	0.0602581	0.5086705	0.0154496	0.4552850	0.6159540	0.5666211	0.0572774	0.2881003	0.0874703	0.6816193	0.2987317	0.5302583	0.1929576	0.5618183	0.7704469	0.7263542	0.4015729	0.4148676	0.4265990	0.0454534	0.2512197	0.1881923	0.3990187	0.0518348	0.8321616	0.3289529	0.5016074	0.5874009	0.3056194	0.2910152	0.3180952	0.3793943	0.7505176	0.4371922	0.4566982	0.1660150	0.1698305	0.2189154	0.3378560	0.5479836	0.4633084	0.3586749	0.0160774	0.6397409	0.2930253	0.2697372	0.2451794	0.6427743	0.2575918	0.7627096	0.1864781	0.6904852	0.7113468	0.0562091	0.1910758	0.1066511	0.4960714	0.2604413	0.3922851	0.5185949	0.2466362	0.6650924	0.1366563	0.3799252	0.1078039	0.3090040	0.6786276	0.0936068	0.1224265	0.1352727	0.5579763	0.6297908	0.3594413	0.0358102	0.0308752	0.3140657
650	0.4784800	0.5702583	0.1240102	0.6550702	0.7106404	0.4305646	0.4512106	0.6199186	0.4854012	0.3689152	0.0536741	0.5660646	0.4647431	0.3605880	0.1808833	0.0854791	0.6616733	0.4069355	0.4515354	0.4127124	0.0398139	0.6666457	0.6496243	0.5282488	0.4504718	0.5008243	0.2687376	0.3720390	0.0410605	0.1831958	0.3947874	0.3969343	0.5453445	0.0223139	0.4758768	0.4295659	0.5113113	0.3815468	0.0006380	0.1800716	0.6582659	0.5766986	0.4140166	0.1114487	0.1849188	0.2062031	0.3087763	0.7002514	0.0676807	0.2777505	0.0880816	0.7412472	0.4832042	0.0001842	0.5454142	0.5371941	0.6161443	0.3436586	0.6350313	0.4312498	0.1202433	0.5095215	0.4137000	0.7222142	0.5975905	0.5103203	0.3653663	0.1413733	0.3096405	0.4843006	0.0663979	0.6187793	0.3254279	0.6461670	0.1387217	0.6088597	0.0951744	0.6603538	0.1235632	0.3728585	0.6716254	0.5795146	0.4030008	0.6174139	0.6533832	0.3247967	0.6793918	0.4798130	0.0187770	0.0259730	0.6218885	0.5407254	0.4603930	0.3165918	0.5230858	0.2236097	0.6934253	0.1775872	0.3117503	0.3329012	0.0044059	0.0839382	0.7472741	0.4340359	0.5161879	0.1879284	0.4177952	0.0082179	0.1547109	0.6864698	0.2562036	0.6784028	0.6453835	0.1460077	0.6117074	0.0053237	0.5917395	0.0229722	0.2327651	0.5814640	0.4043404	0.0338382	0.0899181	0.6914677	0.0604787	0.3960250	0.0254979	0.3352899	0.6099562	0.4716022	0.0822739	0.4506598	0.1026522	0.5161579	0.3680214	0.5164923	0.1173979	0.6976845	0.6509082	0.7385540	0.2958631	0.5704681	0.3280055	0.0240122	0.2537017	0.2277736	0.3943882	0.1093887	0.6685560	0.3774178	0.4859479	0.5165524	0.2616150	0.2981353	0.2953257	0.3607158	0.7432730	0.6657904	0.2818232	0.1936510	0.1838686	0.2167453	0.3177445	0.4392862	0.3141148	0.3580408	0.0141214	0.6954169	0.3383912	0.2120944	0.1707459	0.6592961	0.3481590	0.6877434	0.1167219	0.7384100	0.6811333	0.0128497	0.2441382	0.0854082	0.5340181	0.1276068	0.3788160	0.6556931	0.2150682	0.6827590	0.0757719	0.4817117	0.0747984	0.2588445	0.6453385	0.0624929	0.2734720	0.0650454	0.7043373	0.6160303	0.4011195	0.0142884	0.2664828	0.3175233
700	0.7300135	0.5740676	0.0834899	0.5682666	0.7320164	0.3882899	0.5851981	0.5505221	0.5891160	0.5012158	0.0828836	0.4727281	0.5724693	0.3557349	0.2467615	0.1128315	0.6988117	0.4358779	0.4707660	0.4611752	0.0657718	0.6599956	0.7146823	0.5517288	0.6157121	0.4669618	0.1870744	0.4149599	0.0384775	0.2479860	0.3291435	0.3152096	0.6226262	0.0170647	0.5337263	0.2975975	0.6690960	0.3916205	0.0030262	0.2074044	0.6921156	0.7141922	0.4783362	0.1410868	0.1107654	0.2201897	0.3770355	0.6289874	0.0385070	0.2310416	0.1114765	0.6952461	0.3864082	0.0041025	0.4632965	0.3905562	0.5634917	0.1817390	0.6154924	0.3062266	0.1123430	0.5084662	0.5050619	0.6191498	0.6431083	0.5097022	0.3200339	0.0847183	0.2823298	0.4923359	0.0676936	0.6481256	0.3210439	0.8677262	0.1043957	0.5582929	0.0544414	0.6970097	0.0837269	0.3515881	0.7196453	0.6052498	0.5635957	0.6294135	0.6342846	0.3225394	0.5815591	0.3848837	0.0157229	0.0230699	0.6281804	0.4199508	0.5080155	0.3504757	0.5962530	0.2406761	0.7610791	0.1461413	0.2675872	0.3630581	0.0074596	0.0441717	0.7914497	0.3816206	0.4908753	0.1344077	0.3959614	0.0063727	0.1707213	0.6592671	0.2735773	0.7222359	0.6096830	0.0804105	0.6845637	0.0124840	0.6821620	0.0333633	0.3324079	0.7051921	0.4908591	0.0221202	0.0639743	0.6700375	0.1091584	0.4363045	0.0298936	0.3696838	0.6128656	0.5011118	0.0623470	0.4117286	0.0792012	0.8199230	0.2247987	0.5909812	0.1165178	0.7773611	0.6384979	0.6295563	0.1953535	0.5036306	0.3044831	0.0236093	0.1968760	0.1673672	0.3445645	0.1215930	0.7006914	0.3190010	0.4863845	0.6525096	0.2487519	0.2997228	0.3570589	0.4155899	0.7052608	0.4881127	0.3333685	0.1387007	0.1164939	0.2714129	0.3899023	0.5329552	0.2753531	0.3320260	0.0137548	0.7020909	0.4589692	0.2579215	0.2356115	0.7187805	0.4588164	0.7231054	0.0905681	0.5636063	0.6865073	0.0179393	0.2777164	0.1049473	0.4954436	0.2041552	0.3455047	0.5114681	0.2947818	0.7535440	0.1029256	0.4201479	0.0954592	0.2302315	0.7495306	0.0505310	0.2619067	0.0596986	0.6328887	0.5559179	0.5480219	0.0400077	0.7072160	0.3659635
750	0.6716847	0.6749252	0.1349717	0.7642269	0.6299986	0.3054846	0.4888788	0.5260313	0.5588696	0.4487487	0.0793103	0.4927037	0.6972704	0.2756854	0.1375224	0.0839804	0.5826209	0.4724866	0.6024007	0.5043200	0.0611256	0.6660695	0.5812566	0.5937711	0.7312615	0.4739866	0.2161431	0.3319615	0.0448538	0.1600582	0.4084717	0.3149956	0.5735457	0.0078980	0.6109437	0.3392573	0.5535181	0.4143969	0.0078087	0.2469358	0.7648474	0.7289983	0.4807939	0.1193993	0.1126456	0.2063846	0.3356221	0.7977669	0.0788293	0.2397719	0.1193633	0.5863818	0.4629052	0.0005353	0.4658194	0.3823648	0.6165013	0.2081029	0.5114704	0.3526049	0.1256186	0.4286217	0.4350555	0.7899684	0.6469572	0.4116977	0.3485904	0.0720978	0.2078749	0.5790776	0.0508610	0.6436073	0.5312469	0.7350762	0.1372447	0.6000328	0.0712966	0.6910746	0.0482034	0.3731066	0.5937580	0.6124098	0.5137923	0.6982830	0.5633169	0.2967365	0.5360676	0.5093714	0.0068092	0.0148662	0.7212309	0.4429699	0.4220075	0.3100214	0.5046432	0.2547156	0.5920001	0.1025000	0.3551646	0.5293425	0.0028532	0.1056596	0.6573698	0.3843921	0.4544823	0.1434650	0.3200838	0.0033905	0.1787009	0.6488310	0.3531479	0.7736011	0.6587916	0.0740511	0.6593734	0.0319027	0.6398495	0.0455481	0.2419682	0.6971634	0.3186970	0.0216007	0.0686190	0.6669585	0.1116493	0.4909918	0.0178660	0.2951514	0.6628063	0.6179713	0.0718768	0.4416490	0.1287977	0.6377999	0.1845034	0.6636387	0.1719344	0.6246973	0.7197783	0.7174464	0.1399117	0.4045686	0.3503859	0.0395047	0.3461957	0.1780263	0.3220952	0.1481701	0.5722605	0.2445401	0.4186425	0.7412339	0.2544545	0.3094124	0.3383147	0.4950074	0.8066621	0.4829070	0.2518191	0.1132431	0.1255964	0.2148052	0.3446839	0.6543630	0.3191166	0.3750431	0.0181903	0.6109991	0.4537245	0.2587038	0.2472724	0.6179313	0.4104876	0.7679209	0.0886175	0.6324213	0.6636029	0.0260892	0.2635293	0.2149675	0.5578223	0.1672407	0.3646357	0.4954052	0.2759767	0.6397730	0.0356138	0.3626954	0.0886914	0.2092032	0.6974378	0.0305264	0.1627823	0.0675663	0.6458243	0.5048018	0.4119900	0.0408004	0.6661831	0.3295605
800	0.6199135	0.6168956	0.1287454	0.6401391	0.6356562	0.3753174	0.6236801	0.4498912	0.6849567	0.4664167	0.0767957	0.4717323	0.5601501	0.3429472	0.1651195	0.0946071	0.7774502	0.4019256	0.5564799	0.3769546	0.0511280	0.5961556	0.7522170	0.6070223	0.5040941	0.5221453	0.2179603	0.4348698	0.0188085	0.2196246	0.3388017	0.4204401	0.5556911	0.0180370	0.5122045	0.3282796	0.5035098	0.4080560	0.0037978	0.2612480	0.7201857	0.6379648	0.4477889	0.1326637	0.0788152	0.2128003	0.2907252	0.7154302	0.0785695	0.2352923	0.0742403	0.6463172	0.4809858	0.0004769	0.4788993	0.3274632	0.6540701	0.2468686	0.5371364	0.4042677	0.0573897	0.4151283	0.4532502	0.7001798	0.6530746	0.4027762	0.3839100	0.0568666	0.3036758	0.5351382	0.0490902	0.7106228	0.3314357	0.7506541	0.1279715	0.5621162	0.0554670	0.7099380	0.0455775	0.3529377	0.6043883	0.6177832	0.5542982	0.7389050	0.6526113	0.3078667	0.7287123	0.3678648	0.0122288	0.0187810	0.7751943	0.3125834	0.4603945	0.3665583	0.6465594	0.3523993	0.6600111	0.1478357	0.4002186	0.4336599	0.0036662	0.0976503	0.7528788	0.4113263	0.5362311	0.1471282	0.3061523	0.0047536	0.0828168	0.6093929	0.2841947	0.7295503	0.6697804	0.0876362	0.6594159	0.0055703	0.6847180	0.0362027	0.2150588	0.5406287	0.3535992	0.0431450	0.1148279	0.6662017	0.0861181	0.4627835	0.0390758	0.4666571	0.7376512	0.5602869	0.1018579	0.4583661	0.1095843	0.6588697	0.2217930	0.5857296	0.1884130	0.5421835	0.7273923	0.7760114	0.2392169	0.4868174	0.3169341	0.0437952	0.2500991	0.2149389	0.3018416	0.0704739	0.7722765	0.2908329	0.5007721	0.7744433	0.2556710	0.2461855	0.3454288	0.4404526	0.5888108	0.4350284	0.2381322	0.1468573	0.1881974	0.2242007	0.3498434	0.5530928	0.3646090	0.2729680	0.0198753	0.7348481	0.4195378	0.1654945	0.2257676	0.8264034	0.4710718	0.7060297	0.0785868	0.7039620	0.7692449	0.0141506	0.3109710	0.1215315	0.4947993	0.1877052	0.3397710	0.7512548	0.2313910	0.6439995	0.0363644	0.3474032	0.0823168	0.1838876	0.6225986	0.0278606	0.1814485	0.0516331	0.7665007	0.5505946	0.4552357	0.0205688	0.6474541	0.4070118
850	0.5702311	0.5680281	0.1175235	0.6656578	0.6246415	0.3919214	0.5208266	0.5976949	0.4552428	0.4197822	0.0609911	0.5708233	0.6166753	0.3226536	0.2408390	0.0847500	0.7446293	0.3930384	0.5581540	0.4132050	0.0654554	0.6135977	0.7402431	0.4457080	0.6437151	0.4976733	0.2432697	0.4745986	0.0488905	0.1738366	0.3698839	0.4608477	0.5662214	0.0109395	0.4412748	0.2883550	0.5077380	0.3653894	0.0115099	0.2168968	0.6858361	0.6896935	0.5907754	0.0924336	0.0749888	0.2086279	0.3145189	0.7055515	0.0488334	0.2144856	0.0625184	0.6920461	0.3044089	0.0030557	0.5670431	0.4788262	0.6692506	0.3399613	0.6985097	0.3355192	0.0917993	0.5300548	0.4140361	0.5816381	0.6355385	0.5940253	0.2799336	0.0653889	0.2429179	0.5434352	0.0548486	0.7301358	0.3237455	0.6327624	0.1093247	0.5227116	0.0848814	0.8403999	0.0387072	0.3660114	0.6624137	0.5683207	0.3800517	0.7267855	0.7197637	0.3137078	0.7291299	0.4431842	0.0165986	0.0276280	0.8228494	0.3731097	0.4567424	0.3236987	0.6328268	0.2599311	0.7347955	0.1585954	0.3817583	0.3231912	0.0180294	0.0704214	0.5307273	0.3746282	0.5553280	0.1858576	0.2842882	0.0015463	0.1431996	0.6114476	0.3695566	0.7903416	0.5463584	0.0998845	0.7572293	0.0181788	0.5627195	0.0369729	0.2696623	0.6437553	0.3591267	0.0150134	0.0915376	0.7446234	0.0761237	0.4395669	0.0195034	0.3982296	0.6687462	0.6014757	0.0956382	0.4280339	0.0531038	0.7028530	0.2233185	0.4543130	0.1490213	0.6379126	0.7389170	0.8512137	0.1696186	0.5649647	0.2696671	0.0646659	0.1654868	0.2219694	0.3310815	0.0895740	0.7004543	0.3459110	0.4552293	0.6104712	0.2222151	0.3136438	0.2818269	0.5190663	0.6345194	0.5233489	0.3008664	0.2092628	0.2306781	0.2370645	0.2476424	0.5580052	0.3595620	0.4229480	0.0316651	0.6413460	0.3949526	0.2182394	0.3160823	0.7594658	0.4333995	0.7259177	0.0792223	0.7184321	0.7037260	0.0311613	0.2665862	0.1422836	0.4486353	0.2521632	0.3151766	0.6191323	0.2679016	0.6890986	0.0555310	0.3979668	0.0702083	0.2198202	0.6059150	0.0206949	0.2030883	0.0633105	0.6564145	0.6237736	0.3753343	0.0443070	0.5884805	0.4251926
900	0.6729287	0.6490382	0.0986818	0.6862553	0.6611126	0.4022547	0.5892131	0.6408020	0.5491437	0.4190784	0.0787940	0.6048426	0.5042460	0.3809868	0.1482751	0.0533964	0.6524433	0.4891638	0.4180226	0.4530084	0.0450075	0.6760571	0.7130180	0.5264288	0.6255386	0.6037998	0.2143138	0.3473959	0.0487165	0.1428961	0.3520098	0.3085036	0.5724448	0.0030960	0.4718159	0.2938108	0.6196830	0.3681903	0.0012803	0.2300038	0.6806546	0.6838602	0.3968236	0.1282851	0.1280897	0.1983929	0.2992239	0.7311634	0.0334594	0.2277381	0.1268591	0.7224775	0.3527568	0.0026681	0.5159139	0.2640764	0.5625643	0.1666582	0.6276675	0.3556985	0.0704039	0.4924287	0.4739446	0.7428137	0.5915644	0.6286515	0.3164104	0.0525001	0.2234049	0.5494461	0.0873721	0.7131281	0.3532623	0.6846987	0.1526771	0.6194957	0.0948616	0.7705631	0.0861787	0.3462854	0.6023341	0.6121169	0.4956628	0.7716307	0.6577444	0.2790315	0.5783079	0.4283869	0.0073509	0.0302503	0.5553556	0.3821201	0.4873336	0.3588103	0.6054865	0.1664029	0.6395361	0.1108085	0.3496669	0.3796093	0.0148232	0.0689638	0.6172609	0.3829261	0.6062289	0.1865167	0.3659521	0.0013360	0.1076645	0.7559095	0.1980524	0.6762107	0.7056062	0.0577673	0.7669697	0.0249308	0.5776369	0.0239547	0.2019118	0.7326591	0.3721804	0.0142438	0.0522779	0.7192081	0.0576851	0.5161909	0.0167820	0.4805037	0.6805197	0.4669463	0.0720109	0.3348102	0.1034926	0.7062494	0.2287032	0.5413658	0.1456672	0.7153216	0.7231250	0.6405929	0.1481438	0.5553746	0.2968000	0.0323150	0.2273516	0.1665450	0.3604104	0.0861120	0.6837324	0.2530779	0.3960925	0.8357662	0.2914345	0.2600380	0.3250569	0.4571782	0.6680776	0.6436798	0.3148937	0.1600098	0.1234935	0.3116514	0.2630249	0.6381822	0.3208053	0.2866551	0.0186247	0.6483316	0.3379679	0.1960960	0.2749856	0.6998214	0.4854424	0.6535419	0.0730034	0.8161618	0.7718329	0.0391403	0.2596810	0.1045173	0.4775018	0.1966943	0.2248411	0.4708045	0.2933896	0.6807782	0.0373226	0.3729906	0.0811288	0.2151361	0.5909613	0.0129624	0.2179525	0.0805929	0.6737346	0.5797388	0.3945349	0.0159786	0.5936711	0.4813070
